Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N),Q0,Q1,Q2,Q3,R
1740036678.3821,0.0050,0.0485,-0.0085,-0.0585,-4.1339,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.3920,0.0057,0.0337,-0.0094,-0.0381,-3.6799,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.4021,0.0059,0.0213,-0.0096,-0.0210,-3.1472,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.4120,0.0060,-0.0036,-0.0096,0.0151,-1.8893,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.4220,0.0059,-0.0141,-0.0093,0.0294,-1.3374,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.4320,0.0057,-0.0235,-0.0090,0.0420,-0.8171,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.4421,0.0054,-0.0305,-0.0085,0.0510,-0.3964,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.4521,0.0052,-0.0314,-0.0081,0.0515,-0.3006,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.4621,0.0048,-0.0358,-0.0075,0.0566,0.0192,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.4721,0.0045,-0.0338,-0.0070,0.0523,-0.0116,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.4820,0.0041,-0.0397,-0.0064,0.0600,0.3831,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.4920,0.0038,-0.0348,-0.0059,0.0515,0.2055,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.5021,0.0034,-0.0437,-0.0054,0.0640,0.7692,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.5121,0.0032,-0.0470,-0.0051,0.0685,0.9983,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.5220,0.0027,-0.0342,-0.0043,0.0480,0.4614,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.5320,0.0023,-0.0290,-0.0039,0.0394,0.2554,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.5420,0.0021,-0.0259,-0.0035,0.0343,0.1462,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.5520,0.0018,-0.0245,-0.0032,0.0316,0.1356,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.5621,0.0016,-0.0321,-0.0028,0.0424,0.5959,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.5720,0.0013,-0.0260,-0.0025,0.0327,0.3377,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.5821,0.0011,-0.0280,-0.0023,0.0355,0.4884,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.5920,0.0008,-0.0230,-0.0019,0.0274,0.2752,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.6020,0.0006,-0.0231,-0.0017,0.0274,0.3327,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.6121,0.0004,-0.0195,-0.0015,0.0216,0.1840,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.6221,0.0002,-0.0204,-0.0012,0.0227,0.2683,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.6321,0.0000,-0.0174,-0.0010,0.0179,0.1468,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.6420,-0.0001,-0.0276,-0.0009,0.0330,0.7257,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.6520,-0.0004,-0.0207,-0.0006,0.0226,0.4194,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.6620,-0.0006,-0.0432,-0.0004,0.0562,1.6833,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.6753,-0.0009,-0.0283,0.0001,0.0336,0.9896,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.6825,-0.0011,-0.0260,0.0003,0.0301,0.9167,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.6923,-0.0015,-0.0335,0.0008,0.0413,1.4511,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.7021,-0.0018,-0.0558,0.0012,0.0749,2.7559,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.7121,-0.0022,-0.0368,0.0017,0.0463,1.8593,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.7221,-0.0025,-0.0518,0.0020,0.0690,2.7721,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.7323,-0.0029,-0.0281,0.0025,0.0336,1.6449,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.7427,-0.0031,-0.0492,0.0028,0.0656,2.8740,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.7520,-0.0037,-0.0427,0.0035,0.0561,2.7361,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.7621,-0.0040,-0.0613,0.0040,0.0845,3.8822,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.7721,-0.0045,-0.0287,0.0046,0.0359,2.3128,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.7821,-0.0046,-0.0191,0.0047,0.0218,1.8514,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.7921,-0.0047,0.0002,0.0048,-0.0064,0.8778,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.8021,-0.0047,-0.0163,0.0047,0.0191,1.7811,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.8153,-0.0049,-0.0141,0.0050,0.0165,1.7725,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.8220,-0.0050,-0.0093,0.0050,0.0100,1.5718,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.8321,-0.0051,-0.0046,0.0052,0.0037,1.4005,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.8433,-0.0051,0.0031,0.0052,-0.0072,1.0159,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.8521,-0.0050,0.0063,0.0051,-0.0115,0.8548,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.8621,-0.0049,0.0126,0.0049,-0.0202,0.5173,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.8721,-0.0048,0.0168,0.0047,-0.0257,0.2669,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.8821,-0.0046,0.0395,0.0044,-0.0592,-0.9821,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.8921,-0.0037,0.0869,0.0031,-0.1293,-3.8318,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.9020,-0.0030,0.0819,0.0020,-0.1211,-3.8170,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.9122,-0.0024,0.0724,0.0012,-0.1065,-3.5186,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.9221,-0.0019,0.0412,0.0004,-0.0593,-2.0405,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.9320,-0.0016,0.0196,-0.0001,-0.0266,-0.9889,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.9433,-0.0014,0.0127,-0.0002,-0.0163,-0.6641,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.9521,-0.0009,0.0544,-0.0010,-0.0787,-3.1097,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.9621,-0.0004,0.0845,-0.0017,-0.1239,-4.9131,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.9721,0.0005,0.0684,-0.0030,-0.0997,-4.3953,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.9820,0.0008,0.0493,-0.0034,-0.0711,-3.4886,11.1111,0.2500,25.0000,0.2500,0.0044
1740036678.9921,0.0011,0.0153,-0.0039,-0.0205,-1.8142,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.0020,0.0012,0.0472,-0.0040,-0.0690,-3.6039,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.0121,0.0014,0.0261,-0.0044,-0.0378,-2.5903,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.0221,0.0016,0.0372,-0.0046,-0.0551,-3.2980,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.0321,0.0018,0.0102,-0.0050,-0.0151,-1.9716,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.0421,0.0019,0.0103,-0.0050,-0.0161,-2.0386,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.0521,0.0019,0.0116,-0.0051,-0.0184,-2.1491,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.0621,0.0020,0.0110,-0.0052,-0.0182,-2.1815,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.0720,0.0020,-0.0062,-0.0052,0.0069,-1.3133,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.0833,0.0020,-0.0109,-0.0052,0.0135,-1.0716,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.0921,0.0017,-0.0283,-0.0048,0.0387,-0.0932,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.1021,0.0014,-0.0473,-0.0044,0.0663,0.9974,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.1121,0.0010,-0.0393,-0.0039,0.0537,0.6595,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.1220,0.0006,-0.0761,-0.0033,0.1082,2.7478,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.1321,-0.0001,-0.0489,-0.0024,0.0667,1.5006,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.1421,-0.0007,-0.1076,-0.0016,0.1543,4.8394,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.1521,-0.0015,-0.0653,-0.0004,0.0902,2.8623,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.1622,-0.0020,-0.0692,0.0003,0.0959,3.2383,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.1721,-0.0028,-0.0684,0.0014,0.0944,3.4908,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.1821,-0.0034,-0.1132,0.0022,0.1617,6.0970,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.1921,-0.0046,-0.0962,0.0039,0.1361,5.6488,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.2024,-0.0053,-0.0830,0.0049,0.1166,5.2311,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.2123,-0.0064,-0.1104,0.0065,0.1581,7.1598,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.2221,-0.0073,-0.1273,0.0078,0.1840,8.4481,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.2321,-0.0087,-0.0868,0.0097,0.1241,6.8566,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.2421,-0.0093,-0.1006,0.0107,0.1460,7.9178,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.2521,-0.0100,-0.0352,0.0116,0.0491,4.7372,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.2621,-0.0102,-0.0442,0.0119,0.0643,5.3934,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.2720,-0.0106,-0.0197,0.0126,0.0293,4.3639,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.2843,-0.0107,-0.0024,0.0126,0.0043,3.5076,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.2920,-0.0104,0.0362,0.0123,-0.0512,1.4834,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.3020,-0.0100,0.0206,0.0117,-0.0257,2.2753,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.3153,-0.0097,0.0353,0.0113,-0.0461,1.4901,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.3221,-0.0093,0.0346,0.0108,-0.0432,1.4909,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.3321,-0.0089,0.0442,0.0103,-0.0560,0.9365,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.3421,-0.0085,0.0440,0.0097,-0.0540,0.8859,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.3523,-0.0083,0.0436,0.0095,-0.0526,0.8835,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.3620,-0.0077,0.0426,0.0088,-0.0492,0.8594,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.3720,-0.0072,0.0471,0.0082,-0.0545,0.5607,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.3853,-0.0069,0.0485,0.0078,-0.0557,0.4369,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.3920,-0.0060,0.0800,0.0068,-0.1014,-1.4495,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.4021,-0.0053,0.0675,0.0059,-0.0813,-0.9427,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.4121,-0.0047,0.0581,0.0052,-0.0662,-0.5577,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.4221,-0.0042,0.0626,0.0046,-0.0721,-0.9087,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.4320,-0.0036,0.0527,0.0040,-0.0564,-0.4969,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.4421,-0.0031,0.0596,0.0034,-0.0661,-0.9671,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.4520,-0.0025,0.0494,0.0028,-0.0502,-0.5344,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.4620,-0.0021,0.0577,0.0024,-0.0621,-1.0726,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.4720,-0.0015,0.0469,0.0018,-0.0454,-0.6000,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.4821,-0.0012,0.0409,0.0015,-0.0360,-0.3491,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.4922,-0.0008,0.0369,0.0012,-0.0298,-0.1866,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.5021,-0.0004,0.0646,0.0009,-0.0711,-1.7413,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.5125,0.0003,0.0644,0.0001,-0.0705,-1.9277,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.5221,0.0009,0.0810,-0.0006,-0.0953,-2.9759,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.5321,0.0015,0.0545,-0.0013,-0.0554,-1.7399,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.5421,0.0020,0.0778,-0.0018,-0.0905,-3.1244,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.5523,0.0024,0.0876,-0.0023,-0.1052,-3.7656,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.5621,0.0033,0.0444,-0.0033,-0.0406,-1.7258,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.5721,0.0038,0.0429,-0.0037,-0.0387,-1.7753,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.5820,0.0042,0.0785,-0.0041,-0.0926,-3.8056,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.5920,0.0048,0.0458,-0.0047,-0.0439,-2.2476,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.6021,0.0052,0.0845,-0.0051,-0.1027,-4.4677,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.6125,0.0059,0.0465,-0.0059,-0.0462,-2.6462,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.6220,0.0063,0.0959,-0.0063,-0.1211,-5.4488,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.6320,0.0070,0.0497,-0.0071,-0.0526,-3.2349,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.6421,0.0075,0.0957,-0.0076,-0.1225,-5.8762,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.6521,0.0082,0.0463,-0.0084,-0.0493,-3.4957,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.6621,0.0085,0.0911,-0.0088,-0.1175,-6.0577,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.6721,0.0096,0.0775,-0.0101,-0.0981,-5.7416,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.6821,0.0102,0.0983,-0.0109,-0.1306,-7.1292,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.6921,0.0108,0.0392,-0.0117,-0.0433,-4.2571,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.7020,0.0111,0.0774,-0.0120,-0.1024,-6.4861,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.7121,0.0116,0.0242,-0.0126,-0.0242,-3.8831,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.7221,0.0118,0.0669,-0.0128,-0.0895,-6.2931,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.7320,0.0125,0.0486,-0.0138,-0.0636,-5.6690,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.7421,0.0128,0.0699,-0.0141,-0.0970,-6.9902,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.7521,0.0135,0.0344,-0.0151,-0.0457,-5.4624,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.7621,0.0137,0.0268,-0.0153,-0.0365,-5.2302,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.7721,0.0137,-0.0144,-0.0153,0.0230,-3.1611,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.7821,0.0135,-0.0291,-0.0150,0.0431,-2.3938,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.7921,0.0131,-0.0442,-0.0145,0.0636,-1.5729,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.8021,0.0126,-0.0585,-0.0138,0.0828,-0.7414,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.8120,0.0121,-0.0634,-0.0130,0.0882,-0.3772,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.8220,0.0116,-0.0871,-0.0124,0.1224,0.9727,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.8321,0.0108,-0.0752,-0.0113,0.1025,0.5195,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.8420,0.0100,-0.1051,-0.0102,0.1453,2.3067,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.8520,0.0091,-0.0822,-0.0089,0.1092,1.3150,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.8621,0.0082,-0.1341,-0.0078,0.1854,4.3063,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.8720,0.0071,-0.0945,-0.0063,0.1245,2.5070,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.8821,0.0063,-0.1083,-0.0053,0.1441,3.4532,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.8920,0.0036,-0.2827,-0.0013,0.4042,13.7884,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.9021,0.0010,-0.2579,0.0023,0.3659,13.3761,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.9132,-0.0008,-0.1542,0.0048,0.2100,8.4748,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.9228,-0.0019,-0.1198,0.0063,0.1587,7.0417,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.9320,-0.0036,-0.1457,0.0086,0.1979,9.0841,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.9421,-0.0048,-0.1518,0.0101,0.2080,9.8756,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.9521,-0.0060,-0.1260,0.0118,0.1701,9.0016,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.9620,-0.0070,-0.1220,0.0131,0.1654,9.1974,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.9720,-0.0082,-0.0729,0.0147,0.0935,7.1100,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.9821,-0.0086,-0.0546,0.0152,0.0678,6.3663,11.1111,0.2500,25.0000,0.2500,0.0044
1740036679.9921,-0.0095,-0.0674,0.0164,0.0891,7.4911,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.0020,-0.0099,-0.0635,0.0170,0.0856,7.5549,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.0121,-0.0102,-0.0028,0.0173,-0.0031,4.5337,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.0221,-0.0101,-0.0116,0.0171,0.0126,5.0925,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.0321,-0.0100,0.0277,0.0169,-0.0438,3.0775,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.0421,-0.0096,0.0218,0.0164,-0.0323,3.3908,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.0521,-0.0096,0.0221,0.0162,-0.0312,3.4259,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.0623,-0.0093,0.0201,0.0159,-0.0260,3.5562,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.0721,-0.0091,0.0343,0.0156,-0.0449,2.8572,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.0853,-0.0086,0.0481,0.0150,-0.0633,2.0918,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.0921,-0.0083,0.0470,0.0145,-0.0597,2.1412,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.1021,-0.0078,0.0583,0.0140,-0.0748,1.4965,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.1120,-0.0072,0.0646,0.0132,-0.0820,1.0806,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.1223,-0.0070,0.0670,0.0129,-0.0847,0.9128,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.1321,-0.0060,0.0728,0.0116,-0.0905,0.4386,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.1421,-0.0052,0.0744,0.0108,-0.0910,0.2225,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.1526,-0.0047,0.0739,0.0100,-0.0889,0.1378,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.1621,-0.0040,0.0719,0.0092,-0.0843,0.1278,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.1721,-0.0033,0.0695,0.0084,-0.0792,0.1306,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.1821,-0.0025,0.0633,0.0076,-0.0683,0.3351,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.1926,-0.0025,0.0632,0.0075,-0.0681,0.3270,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.2020,-0.0014,0.0538,0.0064,-0.0519,0.6638,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.2120,-0.0009,0.0565,0.0059,-0.0548,0.4452,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.2221,-0.0004,0.0441,0.0054,-0.0353,1.0428,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.2320,0.0001,0.0502,0.0050,-0.0436,0.6685,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.2421,0.0006,0.0373,0.0046,-0.0233,1.2947,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.2520,0.0011,0.0457,0.0043,-0.0352,0.8163,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.2621,0.0015,0.0440,0.0039,-0.0319,0.8597,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.2721,0.0020,0.0463,0.0035,-0.0346,0.6965,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.2821,0.0025,0.0324,0.0032,-0.0132,1.3961,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.2921,0.0027,0.0381,0.0031,-0.0214,1.0845,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.3020,0.0031,0.0389,0.0028,-0.0220,1.0110,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.3121,0.0036,0.0451,0.0025,-0.0308,0.6438,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.3233,0.0038,0.0466,0.0024,-0.0330,0.5354,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.3321,0.0043,0.0462,0.0020,-0.0319,0.4988,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.3421,0.0049,0.0598,0.0016,-0.0518,-0.2992,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.3521,0.0054,0.0555,0.0012,-0.0450,-0.1542,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.3620,0.0059,0.0602,0.0008,-0.0518,-0.4976,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.3720,0.0067,0.0621,0.0001,-0.0544,-0.7471,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.3821,0.0073,0.0898,-0.0004,-0.0958,-2.3631,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.3921,0.0082,0.0886,-0.0014,-0.0938,-2.5420,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.4020,0.0090,0.1005,-0.0022,-0.1118,-3.3964,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.4120,0.0101,0.0847,-0.0035,-0.0881,-2.8725,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.4221,0.0108,0.1051,-0.0042,-0.1190,-4.1653,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.4321,0.0120,0.0868,-0.0055,-0.0920,-3.5543,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.4421,0.0127,0.0964,-0.0063,-0.1070,-4.2986,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.4521,0.0134,0.0629,-0.0070,-0.0574,-2.7222,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.4621,0.0139,0.0711,-0.0074,-0.0706,-3.3182,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.4721,0.0145,0.0427,-0.0079,-0.0289,-1.9690,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.4821,0.0149,0.0645,-0.0081,-0.0627,-3.2566,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.4921,0.0153,0.0423,-0.0085,-0.0303,-2.2047,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.5020,0.0157,0.0517,-0.0087,-0.0457,-2.8277,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.5121,0.0162,0.0420,-0.0092,-0.0322,-2.4914,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.5221,0.0165,0.0435,-0.0094,-0.0358,-2.6943,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.5321,0.0170,0.0300,-0.0097,-0.0170,-2.1407,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.5421,0.0172,0.0289,-0.0098,-0.0167,-2.1727,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.5520,0.0174,0.0113,-0.0098,0.0082,-1.3107,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.5621,0.0175,0.0022,-0.0097,0.0206,-0.8524,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.5721,0.0174,-0.0043,-0.0094,0.0289,-0.5096,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.5820,0.0174,-0.0030,-0.0091,0.0255,-0.5743,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.5921,0.0174,-0.0046,-0.0090,0.0273,-0.4919,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.6021,0.0173,-0.0189,-0.0087,0.0473,0.2936,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.6121,0.0171,-0.0154,-0.0083,0.0405,0.1477,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.6220,0.0169,-0.0267,-0.0078,0.0562,0.7979,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.6321,0.0167,-0.0189,-0.0074,0.0433,0.4467,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.6421,0.0166,-0.0131,-0.0069,0.0332,0.1788,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.6521,0.0164,-0.0107,-0.0066,0.0286,0.0790,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.6621,0.0164,-0.0100,-0.0065,0.0270,0.0495,11.1111,0.2500,25.0000,0.2500,0.0044
1740036680.6720,0.0163,-0.0087,-0.0062,0.0239,-0.0044,11.1111,0.2500,25.0000,0.2500,0.0044
