Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N)
1740021189.9052,0.0293,-0.4681,0.0451,0.6615,17.0090
1740021189.9152,0.0253,-0.3382,0.0508,0.4721,14.3315
1740021189.9252,0.0222,-0.3159,0.0551,0.4451,14.3681
1740021189.9352,0.0196,-0.2084,0.0588,0.2912,12.1062
1740021189.9452,0.0178,-0.1775,0.0613,0.2530,11.7566
1740021189.9552,0.0164,-0.0916,0.0633,0.1328,9.9031
1740021189.9652,0.0157,-0.0645,0.0643,0.1012,9.5106
1740021189.9753,0.0154,0.0018,0.0648,0.0112,8.0426
1740021189.9852,0.0156,0.0151,0.0648,0.0008,7.9074
1740021189.9952,0.0161,0.0726,0.0644,-0.0756,6.5730
1740021190.0053,0.0165,0.0159,0.0640,0.0179,8.2300
1740021190.0152,0.0169,0.0611,0.0640,-0.0404,7.2563
1740021190.0253,0.0173,0.0083,0.0638,0.0482,8.8559
1740021190.0352,0.0177,0.0671,0.0639,-0.0315,7.5092
1740021190.0452,0.0182,0.0005,0.0639,0.0776,9.4878
1740021190.0553,0.0184,0.0528,0.0644,0.0086,8.3893
1740021190.0652,0.0187,-0.0347,0.0649,0.1490,10.9767
1740021190.0752,0.0186,0.0261,0.0661,0.0671,9.7270
1740021190.0852,0.0186,-0.0545,0.0671,0.1974,12.1954
1740021190.0952,0.0184,0.0159,0.0687,0.1014,10.7444
1740021190.1052,0.0186,-0.0061,0.0697,0.1442,11.6736
1740021190.1152,0.0188,0.0664,0.0707,0.0457,10.1169
1740021190.1253,0.0196,0.0570,0.0711,0.0701,10.6593
1740021190.1352,0.0204,0.1219,0.0714,-0.0168,9.2339
1740021190.1452,0.0221,0.1987,0.0707,-0.1211,7.3897
1740021190.1552,0.0243,0.2476,0.0691,-0.1836,6.1891
1740021190.1653,0.0274,0.3836,0.0665,-0.3764,2.5753
1740021190.1753,0.0309,0.3845,0.0631,-0.3682,2.4178
1740021190.1852,0.0355,0.5758,0.0583,-0.6445,-2.8987
1740021190.1952,0.0413,0.5576,0.0519,-0.6071,-2.8796
1740021190.2052,0.0475,0.7366,0.0449,-0.8662,-8.1440
1740021190.2152,0.0547,0.6765,0.0365,-0.7676,-7.2653
1740021190.2253,0.0622,0.8811,0.0279,-1.0672,-13.4376
1740021190.2352,0.0707,0.7844,0.0177,-0.9155,-11.8332
1740021190.2452,0.0792,1.0080,0.0076,-1.2462,-18.7327
1740021190.2553,0.0888,0.8745,-0.0042,-1.0419,-16.3874
1740021190.2652,0.0978,1.0105,-0.0150,-1.2442,-21.1163
1740021190.2752,0.1073,0.8510,-0.0264,-1.0043,-18.1326
1740021190.2852,0.1160,0.9692,-0.0368,-1.1831,-22.4108
1740021190.2952,0.1249,0.8014,-0.0475,-0.9342,-19.2158
1740021190.3053,0.1329,0.8584,-0.0568,-1.0245,-21.8395
1740021190.3152,0.1397,0.6762,-0.0647,-0.7572,-18.0199
1740021190.3252,0.1463,0.7046,-0.0721,-0.8074,-19.7452
1740021190.3352,0.1527,0.5549,-0.0792,-0.5923,-16.7755
1740021190.3452,0.1581,0.5876,-0.0850,-0.6514,-18.4989
1740021190.3552,0.1634,0.4516,-0.0906,-0.4592,-15.7887
1740021190.3652,0.1674,0.3950,-0.0946,-0.3870,-15.0150
1740021190.3753,0.1708,0.2785,-0.0977,-0.2261,-12.5835
1740021190.3852,0.1734,0.2899,-0.0998,-0.2569,-13.4283
1740021190.3952,0.1759,0.1965,-0.1018,-0.1316,-11.5134
1740021190.4052,0.1777,0.1974,-0.1030,-0.1476,-11.9969
1740021190.4152,0.1793,0.1156,-0.1040,-0.0403,-10.2936
1740021190.4252,0.1804,0.1249,-0.1043,-0.0695,-10.9223
1740021190.4352,0.1813,0.0539,-0.1046,0.0213,-9.4369
1740021190.4452,0.1818,0.0841,-0.1045,-0.0391,-10.5666
1740021190.4552,0.1824,0.0194,-0.1045,0.0420,-9.2264
1740021190.4652,0.1825,0.0244,-0.1041,0.0192,-9.6597
1740021190.4752,0.1825,-0.0353,-0.1035,0.0929,-8.3890
1740021190.4852,0.1820,-0.0368,-0.1025,0.0797,-8.5963
1740021190.4952,0.1814,-0.0905,-0.1015,0.1461,-7.3903
1740021190.5052,0.1802,-0.1467,-0.0997,0.2147,-6.0685
1740021190.5152,0.1785,-0.1844,-0.0973,0.2558,-5.1689
1740021190.5252,0.1763,-0.2698,-0.0942,0.3684,-2.9392
1740021190.5352,0.1734,-0.2862,-0.0904,0.3783,-2.4323
1740021190.5452,0.1702,-0.3809,-0.0861,0.5056,0.1946
1740021190.5553,0.1665,-0.3593,-0.0813,0.4594,-0.1705
1740021190.5652,0.1628,-0.4776,-0.0766,0.6247,3.1895
1740021190.5752,0.1581,-0.4506,-0.0705,0.5715,2.8489
1740021190.5852,0.1530,-0.6056,-0.0640,0.7919,7.3675
1740021190.5952,0.1471,-0.5515,-0.0564,0.6996,6.5129
1740021190.6052,0.1411,-0.7075,-0.0487,0.9234,11.2362
1740021190.6152,0.1343,-0.6246,-0.0399,0.7899,9.7893
1740021190.6252,0.1278,-0.7381,-0.0316,0.9523,13.5107
1740021190.6352,0.1218,-0.6144,-0.0240,0.7606,10.9317
1740021190.6452,0.1154,-0.7127,-0.0161,0.9028,14.2652
1740021190.6552,0.1087,-0.6036,-0.0078,0.7347,12.1871
1740021190.6652,0.1027,-0.6507,-0.0005,0.8026,14.1631
1740021190.6752,0.0967,-0.5387,0.0068,0.6327,11.9502
1740021190.6852,0.0913,-0.5779,0.0131,0.6910,13.6581
1740021190.6952,0.0867,-0.4612,0.0184,0.5163,11.1624
1740021190.7052,0.0824,-0.4378,0.0232,0.4827,11.0951
1740021190.7152,0.0784,-0.3463,0.0274,0.3479,9.1817
1740021190.7252,0.0751,-0.3482,0.0307,0.3538,9.6578
1740021190.7352,0.0720,-0.2730,0.0337,0.2449,8.0825
1740021190.7452,0.0696,-0.2252,0.0357,0.1776,7.1337
1740021190.7552,0.0676,-0.1653,0.0370,0.0927,5.8027
1740021190.7652,0.0662,-0.1366,0.0377,0.0549,5.2290
1740021190.7752,0.0650,-0.0951,0.0379,-0.0018,4.2788
1740021190.7852,0.0639,-0.1542,0.0382,0.0924,5.9904
1740021190.7952,0.0625,-0.1180,0.0390,0.0435,5.2342
1740021190.8052,0.0611,-0.1805,0.0397,0.1428,7.0860
1740021190.8152,0.0595,-0.1365,0.0409,0.0823,6.1763
1740021190.8252,0.0579,-0.2071,0.0421,0.1941,8.2960
1740021190.8352,0.0560,-0.1552,0.0437,0.1219,7.2349
1740021190.8452,0.0542,-0.2465,0.0454,0.2649,9.9616
1740021190.8552,0.0520,-0.1847,0.0477,0.1783,8.7229
1740021190.8653,0.0501,-0.2319,0.0497,0.2557,10.3287
1740021190.8752,0.0484,-0.1533,0.0514,0.1440,8.5835
1740021190.8852,0.0469,-0.1741,0.0528,0.1825,9.4541
1740021190.8952,0.0454,-0.1099,0.0543,0.0936,8.0839
1740021190.9052,0.0445,-0.0943,0.0550,0.0780,7.9292
1740021190.9152,0.0438,-0.0386,0.0554,0.0025,6.6862
1740021190.9252,0.0436,-0.0106,0.0552,-0.0313,6.1101
1740021190.9352,0.0437,0.0315,0.0546,-0.0862,5.1219
1740021190.9452,0.0446,0.1553,0.0529,-0.2633,1.8670
1740021190.9552,0.0464,0.1753,0.0501,-0.2848,1.2202
1740021190.9652,0.0486,0.2977,0.0465,-0.4601,-2.2124
1740021190.9752,0.0511,0.2688,0.0427,-0.4098,-1.7153
1740021190.9852,0.0544,0.4306,0.0377,-0.6450,-6.3639
1740021190.9952,0.0587,0.3912,0.0314,-0.5789,-5.8543
1740021191.0052,0.0632,0.5669,0.0247,-0.8363,-11.0865
1740021191.0152,0.0686,0.4932,0.0168,-0.7203,-9.8919
1740021191.0252,0.0740,0.6411,0.0089,-0.9379,-14.5634
1740021191.0352,0.0800,0.5387,0.0001,-0.7808,-12.7456
1740021191.0452,0.0856,0.6302,-0.0079,-0.9162,-16.0067
1740021191.0553,0.0914,0.5122,-0.0163,-0.7384,-13.7964
1740021191.0652,0.0963,0.5221,-0.0235,-0.7540,-14.8608
1740021191.0752,0.1010,0.4063,-0.0302,-0.5821,-12.5850
1740021191.0852,0.1046,0.3454,-0.0354,-0.4938,-11.6228
1740021191.0952,0.1073,0.2526,-0.0392,-0.3585,-9.6749
1740021191.1052,0.1093,0.1629,-0.0420,-0.2290,-7.7399
1740021191.1152,0.1106,0.0962,-0.0438,-0.1346,-6.3028
1740021191.1252,0.1110,-0.0151,-0.0444,0.0259,-3.5770
1740021191.1352,0.1106,-0.0502,-0.0438,0.0720,-2.7381
1740021191.1452,0.1096,-0.1610,-0.0424,0.2314,0.1829
1740021191.1552,0.1079,-0.1659,-0.0400,0.2319,0.4203
1740021191.1652,0.1060,-0.2436,-0.0372,0.3420,2.6209
1740021191.1752,0.1036,-0.2254,-0.0339,0.3084,2.3595
1740021191.1852,0.1011,-0.2807,-0.0306,0.3857,4.0517
1740021191.1952,0.0986,-0.2360,-0.0271,0.3132,3.1243
1740021191.2052,0.0966,-0.2105,-0.0245,0.2708,2.6375
1740021191.2152,0.0946,-0.1805,-0.0221,0.2216,2.0142
1740021191.2252,0.0931,-0.1266,-0.0203,0.1370,0.6998
1740021191.2352,0.0919,-0.1098,-0.0191,0.1085,0.3063
1740021191.2452,0.0912,-0.0323,-0.0185,-0.0108,-1.7515
1740021191.2552,0.0908,-0.0437,-0.0186,0.0035,-1.5211
1740021191.2652,0.0908,0.0547,-0.0191,-0.1465,-4.2412
1740021191.2752,0.0913,0.0373,-0.0206,-0.1228,-4.0034
1740021191.2852,0.0921,0.1641,-0.0225,-0.3157,-7.6325
1740021191.2952,0.0937,0.1239,-0.0255,-0.2579,-6.9675
1740021191.3052,0.0951,0.2009,-0.0284,-0.3766,-9.4024
1740021191.3152,0.0969,0.1416,-0.0319,-0.2910,-8.2980
1740021191.3252,0.0985,0.2196,-0.0351,-0.4120,-10.8132
1740021191.3352,0.1004,0.1506,-0.0388,-0.3128,-9.5080
1740021191.3452,0.1019,0.1805,-0.0420,-0.3626,-10.7674
1740021191.3552,0.1034,0.1076,-0.0452,-0.2586,-9.3228
1740021191.3652,0.1042,0.0721,-0.0474,-0.2115,-8.7803
1740021191.3752,0.1046,0.0084,-0.0490,-0.1225,-7.4420
1740021191.3852,0.1045,-0.0199,-0.0500,-0.0872,-6.9727
1740021191.3952,0.1041,-0.0658,-0.0505,-0.0248,-5.9712
1740021191.4052,0.1031,-0.1261,-0.0503,0.0581,-4.5430
1740021191.4152,0.1017,-0.1574,-0.0495,0.0974,-3.8120
1740021191.4252,0.1000,-0.1690,-0.0484,0.1073,-3.5731
1740021191.4352,0.0982,-0.1863,-0.0472,0.1259,-3.1700
1740021191.4452,0.0962,-0.2206,-0.0458,0.1700,-2.2841
1740021191.4552,0.0940,-0.2270,-0.0441,0.1725,-2.1016
1740021191.4652,0.0919,-0.2237,-0.0426,0.1614,-2.1769
1740021191.4752,0.0897,-0.2283,-0.0409,0.1616,-2.0456
1740021191.4852,0.0876,-0.1888,-0.0396,0.0961,-3.0978
1740021191.4952,0.0857,-0.1964,-0.0387,0.1013,-2.9489
1740021191.5052,0.0840,-0.1226,-0.0381,-0.0151,-4.9820
1740021191.5152,0.0827,-0.1409,-0.0382,0.0068,-4.6557
1740021191.5252,0.0815,-0.0686,-0.0385,-0.1072,-6.7455
1740021191.5352,0.0807,-0.1008,-0.0395,-0.0643,-6.1401
1740021191.5452,0.0799,-0.0431,-0.0404,-0.1566,-7.9132
1740021191.5552,0.0793,-0.0857,-0.0418,-0.0982,-7.0811
1740021191.5652,0.0786,-0.0192,-0.0431,-0.2038,-9.1324
1740021191.5752,0.0782,-0.0809,-0.0445,-0.1167,-7.7980
1740021191.5852,0.0773,-0.0635,-0.0456,-0.1490,-8.5482
1740021191.5952,0.0765,-0.1145,-0.0468,-0.0790,-7.4987
1740021191.6052,0.0752,-0.1288,-0.0474,-0.0642,-7.3625
1740021191.6152,0.0737,-0.1735,-0.0478,-0.0042,-6.4003
1740021191.6252,0.0717,-0.2072,-0.0475,0.0393,-5.6697
1740021191.6352,0.0695,-0.2401,-0.0469,0.0816,-4.9158
1740021191.6452,0.0669,-0.2775,-0.0459,0.1304,-3.9978
1740021191.6552,0.0640,-0.2973,-0.0444,0.1531,-3.4995
1740021191.6652,0.0607,-0.3721,-0.0424,0.2583,-1.4887
1740021191.6753,0.0569,-0.3767,-0.0398,0.2583,-1.2566
1740021191.6853,0.0528,-0.4526,-0.0368,0.3656,0.9046
1740021191.6952,0.0489,-0.4281,-0.0337,0.3232,0.4459
1740021191.7052,0.0445,-0.4593,-0.0304,0.3643,1.4833
1740021191.7152,0.0400,-0.4360,-0.0269,0.3241,1.1062
1740021191.7252,0.0357,-0.4409,-0.0237,0.3267,1.4534
1740021191.7352,0.0314,-0.4154,-0.0207,0.2843,0.9982
1740021191.7452,0.0272,-0.4246,-0.0178,0.2944,1.4427
1740021191.7552,0.0231,-0.4007,-0.0151,0.2551,1.0145
1740021191.7652,0.0191,-0.4130,-0.0125,0.2709,1.5334
1740021191.7752,0.0155,-0.3867,-0.0103,0.2292,1.0121
1740021191.7852,0.0117,-0.3832,-0.0081,0.2218,1.0886
1740021191.7952,0.0080,-0.3619,-0.0060,0.1883,0.6904
1740021191.8052,0.0040,-0.4430,-0.0037,0.3085,3.0311
1740021191.8153,-0.0003,-0.4174,-0.0008,0.2689,2.6290
1740021191.8253,-0.0048,-0.5121,0.0024,0.4102,5.4375
1740021191.8353,-0.0098,-0.4698,0.0063,0.3462,4.7126
1740021191.8452,-0.0149,-0.5982,0.0104,0.5389,8.5336
1740021191.8552,-0.0207,-0.5367,0.0155,0.4469,7.4523
1740021191.8652,-0.0266,-0.7063,0.0208,0.7024,12.5182
1740021191.8752,-0.0334,-0.6198,0.0274,0.5743,10.9720
1740021191.8852,-0.0400,-0.7770,0.0338,0.8125,15.8679
1740021191.8952,-0.0463,-0.6387,0.0401,0.6080,12.9556
1740021191.9052,-0.0531,-0.7740,0.0467,0.8153,17.3346
1740021191.9152,-0.0603,-0.6500,0.0541,0.6345,14.9785
1740021191.9252,-0.0672,-0.8083,0.0612,0.8782,20.0526
1740021191.9352,-0.0737,-0.6410,0.0678,0.6339,16.5072
1740021191.9452,-0.0802,-0.7263,0.0744,0.7701,19.6499
1740021191.9552,-0.0868,-0.5839,0.0812,0.5662,16.8465
1740021191.9652,-0.0924,-0.5751,0.0865,0.5638,17.4278
1740021191.9752,-0.0975,-0.4417,0.0912,0.3759,14.6922
1740021191.9852,-0.1013,-0.3515,0.0942,0.2537,12.9252
1740021191.9952,-0.1042,-0.2423,0.0959,0.1040,10.5386
1740021192.0053,-0.1059,-0.1414,0.0962,-0.0342,8.1950
1740021192.0152,-0.1069,-0.0726,0.0953,-0.1227,6.6074
1740021192.0252,-0.1069,0.0948,0.0931,-0.3584,2.2791
1740021192.0352,-0.1057,0.1230,0.0892,-0.3859,1.4354
1740021192.0452,-0.1037,0.3133,0.0842,-0.6562,-3.7963
1740021192.0552,-0.1008,0.2662,0.0782,-0.5720,-2.9215
1740021192.0652,-0.0975,0.4420,0.0715,-0.8222,-7.9921
1740021192.0752,-0.0939,0.3660,0.0648,-0.6972,-6.4869
1740021192.0852,-0.0897,0.5297,0.0570,-0.9311,-11.4025
1740021192.0952,-0.0847,0.4523,0.0482,-0.8047,-10.1061
1740021192.1052,-0.0799,0.5545,0.0398,-0.9489,-13.5261
1740021192.1152,-0.0748,0.4550,0.0310,-0.7917,-11.6958
1740021192.1252,-0.0703,0.4916,0.0231,-0.8402,-13.3874
1740021192.1352,-0.0658,0.3878,0.0155,-0.6792,-11.3751
1740021192.1452,-0.0621,0.4031,0.0089,-0.6984,-12.4279
1740021192.1552,-0.0585,0.3069,0.0026,-0.5511,-10.5195
1740021192.1652,-0.0555,0.3132,-0.0027,-0.5590,-11.2422
1740021192.1752,-0.0528,0.2275,-0.0077,-0.4296,-9.5145
1740021192.1852,-0.0509,0.1701,-0.0115,-0.3436,-8.4216
1740021192.1952,-0.0496,0.1008,-0.0144,-0.2407,-6.9391
1740021192.2052,-0.0487,0.0874,-0.0165,-0.2221,-6.8689
1740021192.2152,-0.0481,0.0372,-0.0184,-0.1488,-5.8013
1740021192.2252,-0.0476,0.0864,-0.0201,-0.2250,-7.3484
1740021192.2352,-0.0469,0.0411,-0.0221,-0.1594,-6.4337
1740021192.2452,-0.0462,0.1305,-0.0241,-0.2963,-9.0911
1740021192.2552,-0.0451,0.0770,-0.0268,-0.2191,-8.0507
1740021192.2652,-0.0440,0.1755,-0.0294,-0.3702,-11.0291
1740021192.2752,-0.0428,0.0837,-0.0324,-0.2361,-9.0230
1740021192.2852,-0.0418,0.1912,-0.0350,-0.4010,-12.2376
1740021192.2952,-0.0401,0.1202,-0.0386,-0.2987,-10.8720
1740021192.3052,-0.0383,0.3043,-0.0425,-0.5797,-16.2853
1740021192.3152,-0.0356,0.2092,-0.0479,-0.4420,-14.4875
1740021192.3252,-0.0331,0.3477,-0.0529,-0.6556,-18.8416
1740021192.3352,-0.0301,0.2288,-0.0587,-0.4837,-16.5104
1740021192.3452,-0.0275,0.3793,-0.0642,-0.7167,-21.2645
1740021192.3552,-0.0242,0.2452,-0.0706,-0.5237,-18.6303
1740021192.3652,-0.0216,0.3470,-0.0761,-0.6852,-22.1449
1740021192.3752,-0.0187,0.2027,-0.0821,-0.4790,-19.2447
1740021192.3852,-0.0168,0.2417,-0.0868,-0.5483,-21.0580
1740021192.3952,-0.0153,0.0726,-0.0910,-0.3073,-17.3570
1740021192.4052,-0.0148,0.0777,-0.0936,-0.3263,-18.0623
1740021192.4152,-0.0146,-0.0429,-0.0961,-0.1591,-15.4849
1740021192.4252,-0.0155,-0.1148,-0.0971,-0.0657,-14.0444
1740021192.4352,-0.0169,-0.2044,-0.0971,0.0554,-12.0015
1740021192.4452,-0.0197,-0.3575,-0.0955,0.2695,-8.1613
1740021192.4552,-0.0237,-0.4144,-0.0923,0.3398,-6.6776
1740021192.4652,-0.0285,-0.5585,-0.0880,0.5408,-2.7755
1740021192.4752,-0.0342,-0.5717,-0.0825,0.5462,-2.1671
1740021192.4852,-0.0406,-0.7524,-0.0760,0.8031,2.9648
1740021192.4952,-0.0481,-0.7256,-0.0681,0.7498,2.8087
1740021192.5052,-0.0558,-0.8541,-0.0600,0.9305,6.7889
1740021192.5152,-0.0642,-0.7922,-0.0511,0.8268,5.8636
1740021192.5252,-0.0726,-0.9449,-0.0421,1.0462,10.6335
1740021192.5352,-0.0817,-0.8579,-0.0322,0.9071,9.2075
1740021192.5452,-0.0905,-0.9630,-0.0228,1.0579,12.8364
1740021192.5552,-0.0994,-0.8227,-0.0134,0.8418,10.0078
1740021192.5652,-0.1071,-0.9284,-0.0053,0.9968,13.5802
1740021192.5752,-0.1159,-0.8162,0.0039,0.8254,11.5367
1740021192.5852,-0.1242,-0.9023,0.0124,0.9532,14.6860
1740021192.5952,-0.1328,-0.7836,0.0211,0.7748,12.4839
1740021192.6052,-0.1405,-0.8032,0.0287,0.8055,13.8398
1740021192.6152,-0.1479,-0.6862,0.0359,0.6326,11.5810
1740021192.6252,-0.1547,-0.7159,0.0422,0.6809,13.1155
1740021192.6352,-0.1614,-0.6089,0.0483,0.5252,11.0466
1740021192.6452,-0.1675,-0.6633,0.0536,0.6126,13.1831
1740021192.6552,-0.1737,-0.5614,0.0591,0.4664,11.2266
1740021192.6652,-0.1796,-0.6584,0.0642,0.6193,14.4882
1740021192.6752,-0.1857,-0.5537,0.0697,0.4706,12.5099
1740021192.6852,-0.1913,-0.6133,0.0746,0.5690,14.8013
1740021192.6952,-0.1970,-0.5040,0.0796,0.4152,12.6816
1740021192.7052,-0.2021,-0.5794,0.0840,0.5386,15.3729
1740021192.7152,-0.2074,-0.4700,0.0887,0.3862,13.2570
1740021192.7252,-0.2121,-0.5114,0.0926,0.4602,15.0356
1740021192.7352,-0.2167,-0.4029,0.0966,0.3107,12.8927
1740021192.7452,-0.2205,-0.3743,0.0993,0.2816,12.7398
1740021192.7552,-0.2237,-0.2776,0.1015,0.1512,10.7479
1740021192.7653,-0.2263,-0.2512,0.1027,0.1264,10.5127
1740021192.7753,-0.2281,-0.1738,0.1033,0.0242,8.8466
1740021192.7853,-0.2295,-0.1115,0.1031,-0.0535,7.5264
1740021192.7952,-0.2303,-0.0548,0.1022,-0.1229,6.2770
1740021192.8052,-0.2305,0.0057,0.1006,-0.1978,4.8547
1740021192.8152,-0.2303,0.0405,0.0984,-0.2345,4.0409
1740021192.8252,-0.2295,0.1225,0.0956,-0.3419,1.9160
1740021192.8352,-0.2284,0.1265,0.0925,-0.3346,1.7765
1740021192.8452,-0.2268,0.2037,0.0888,-0.4355,-0.3389
1740021192.8552,-0.2247,0.1996,0.0845,-0.4153,-0.3911
1740021192.8652,-0.2225,0.2675,0.0800,-0.5035,-2.3647
1740021192.8752,-0.2199,0.2469,0.0751,-0.4597,-2.0676
1740021192.8852,-0.2173,0.2797,0.0705,-0.4967,-3.1696
1740021192.8952,-0.2146,0.2493,0.0658,-0.4398,-2.6283
1740021192.9052,-0.2123,0.2263,0.0616,-0.3946,-2.2328
1740021192.9152,-0.2102,0.1975,0.0580,-0.3416,-1.6506
1740021192.9252,-0.2083,0.1873,0.0547,-0.3170,-1.5265
1740021192.9352,-0.2067,0.1669,0.0521,-0.2785,-1.0996
1740021192.9452,-0.2053,0.1005,0.0498,-0.1707,0.5884
1740021192.9552,-0.2044,0.0902,0.0483,-0.1476,0.8688
1740021192.9653,-0.2037,0.0517,0.0470,-0.0825,1.9225
1740021192.9752,-0.2032,0.0558,0.0463,-0.0815,1.8951
1740021192.9852,-0.2026,0.0661,0.0454,-0.0900,1.6904
1740021192.9952,-0.2018,0.0742,0.0445,-0.0953,1.5334
1740021193.0052,-0.2010,0.1065,0.0434,-0.1368,0.7181
1740021193.0152,-0.1999,0.1095,0.0420,-0.1347,0.6423
1740021193.0252,-0.1985,0.1862,0.0402,-0.2432,-1.4240
1740021193.0352,-0.1966,0.1778,0.0378,-0.2241,-1.3151
1740021193.0452,-0.1943,0.3096,0.0348,-0.4155,-4.9728
1740021193.0552,-0.1913,0.2801,0.0308,-0.3653,-4.4969
1740021193.0652,-0.1879,0.4406,0.0263,-0.6005,-9.0963
1740021193.0752,-0.1837,0.3828,0.0206,-0.5086,-8.0764
1740021193.0852,-0.1794,0.5227,0.0149,-0.7142,-12.2980
1740021193.0952,-0.1745,0.4385,0.0082,-0.5841,-10.7153
1740021193.1052,-0.1703,0.5449,0.0026,-0.7414,-14.0853
1740021193.1152,-0.1652,0.4474,-0.0042,-0.5929,-12.2087
1740021193.1252,-0.1605,0.5461,-0.0105,-0.7404,-15.4843
1740021193.1352,-0.1555,0.4358,-0.0172,-0.5747,-13.3024
1740021193.1452,-0.1513,0.4505,-0.0227,-0.5980,-14.3265
1740021193.1553,-0.1473,0.3414,-0.0279,-0.4364,-12.0650
1740021193.1652,-0.1443,0.2928,-0.0318,-0.3666,-11.2718
1740021193.1752,-0.1418,0.2024,-0.0348,-0.2349,-9.3008
1740021193.1852,-0.1403,0.1165,-0.0364,-0.1108,-7.3206
1740021193.1952,-0.1394,0.0544,-0.0370,-0.0229,-5.8643
1740021193.2052,-0.1395,-0.0808,-0.0364,0.1744,-2.3461
1740021193.2152,-0.1406,-0.1087,-0.0343,0.2104,-1.5140
1740021193.2252,-0.1423,-0.2810,-0.0312,0.4632,3.2518
1740021193.2352,-0.1452,-0.2692,-0.0265,0.4398,3.3286
1740021193.2452,-0.1485,-0.4427,-0.0212,0.6950,8.3826
1740021193.2552,-0.1528,-0.3914,-0.0144,0.6133,7.6623
1740021193.2652,-0.1573,-0.5490,-0.0076,0.8461,12.5027
1740021193.2752,-0.1625,-0.4649,0.0004,0.7169,11.0955
1740021193.2852,-0.1671,-0.5094,0.0076,0.7821,13.0271
1740021193.2952,-0.1718,-0.4098,0.0148,0.6320,11.1715
1740021193.3052,-0.1758,-0.4306,0.0210,0.6639,12.4227
1740021193.3152,-0.1797,-0.3355,0.0269,0.5230,10.6130
1740021193.3252,-0.1828,-0.3099,0.0318,0.4873,10.5401
1740021193.3352,-0.1851,-0.2258,0.0356,0.3645,8.8139
1740021193.3452,-0.1868,-0.1053,0.0383,0.1882,6.0426
1740021193.3552,-0.1875,-0.0478,0.0397,0.1073,4.8024
1740021193.3652,-0.1872,0.1140,0.0398,-0.1296,0.6705
1740021193.3752,-0.1859,0.1328,0.0382,-0.1516,0.1493
1740021193.3852,-0.1840,0.2765,0.0359,-0.3610,-3.7568
1740021193.3952,-0.1812,0.2578,0.0323,-0.3268,-3.5126
1740021193.4052,-0.1782,0.3836,0.0284,-0.5100,-7.1314
1740021193.4152,-0.1745,0.3366,0.0235,-0.4341,-6.2982
1740021193.4253,-0.1708,0.4391,0.0187,-0.5833,-9.4219
1740021193.4352,-0.1673,0.3556,0.0141,-0.4545,-7.6366
1740021193.4452,-0.1637,0.3860,0.0096,-0.4969,-8.8600
1740021193.4552,-0.1602,0.3164,0.0051,-0.3899,-7.4515
1740021193.4652,-0.1572,0.3062,0.0015,-0.3731,-7.5439
1740021193.4752,-0.1544,0.2436,-0.0018,-0.2780,-6.2184
1740021193.4852,-0.1523,0.1884,-0.0041,-0.1949,-5.0017
1740021193.4952,-0.1507,0.1416,-0.0057,-0.1249,-3.9360
1740021193.5052,-0.1497,0.0482,-0.0063,0.0147,-1.5422
1740021193.5152,-0.1494,0.0249,-0.0059,0.0486,-0.8997
1740021193.5252,-0.1496,-0.0916,-0.0047,0.2223,2.2909
1740021193.5352,-0.1504,-0.0718,-0.0028,0.1915,1.9509
1740021193.5452,-0.1514,-0.1519,-0.0005,0.3108,4.3111
1740021193.5552,-0.1528,-0.1274,0.0025,0.2734,3.9857
1740021193.5652,-0.1544,-0.2213,0.0058,0.4139,6.8195
1740021193.5752,-0.1565,-0.1796,0.0097,0.3512,6.1548
1740021193.5852,-0.1584,-0.2217,0.0133,0.4149,7.6865
1740021193.5952,-0.1604,-0.1680,0.0171,0.3354,6.7193
1740021193.6052,-0.1618,-0.1737,0.0201,0.3456,7.2364
1740021193.6152,-0.1633,-0.1210,0.0232,0.2687,6.2437
1740021193.6252,-0.1645,-0.1309,0.0258,0.2863,6.8656
1740021193.6352,-0.1656,-0.0826,0.0283,0.2170,5.9499
1740021193.6452,-0.1662,-0.0520,0.0302,0.1748,5.4445
1740021193.6552,-0.1665,-0.0112,0.0317,0.1177,4.6273
1740021193.6652,-0.1665,0.0055,0.0327,0.0971,4.4090
1740021193.6753,-0.1663,0.0355,0.0335,0.0567,3.8156
1740021193.6852,-0.1661,-0.0100,0.0343,0.1297,5.2245
1740021193.6952,-0.1659,0.0294,0.0353,0.0754,4.4136
1740021193.7052,-0.1658,-0.0206,0.0362,0.1549,5.9517
1740021193.7152,-0.1659,0.0127,0.0376,0.1099,5.3499
1740021193.7253,-0.1659,-0.0237,0.0389,0.1697,6.5787
1740021193.7352,-0.1660,0.0151,0.0403,0.1169,5.8538
1740021193.7452,-0.1660,-0.0465,0.0418,0.2149,7.7817
1740021193.7552,-0.1663,-0.0022,0.0437,0.1541,6.9666
1740021193.7653,-0.1665,-0.0807,0.0457,0.2779,9.4014
1740021193.7752,-0.1671,-0.0266,0.0482,0.2029,8.4032
1740021193.7852,-0.1675,-0.0831,0.0504,0.2942,10.3081
1740021193.7952,-0.1679,-0.0099,0.0525,0.1906,8.7645
1740021193.8052,-0.1682,-0.0782,0.0547,0.3002,10.9896
1740021193.8152,-0.1687,-0.0128,0.0574,0.2095,9.7404
1740021193.8252,-0.1688,-0.0460,0.0595,0.2672,11.0524
