Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N)
1740035353.9777,0.0031,-0.0054,-0.0005,0.0017,-0.1258
1740035353.9877,0.0030,-0.0223,-0.0005,0.0269,1.2494
1740035353.9978,0.0030,-0.0223,-0.0005,0.0269,1.2494
1740035354.0077,0.0028,-0.0350,-0.0002,0.0458,2.3699
1740035354.0177,0.0026,-0.0150,0.0001,0.0157,0.8660
1740035354.0277,0.0025,-0.0076,0.0002,0.0046,0.3051
1740035354.0377,0.0024,-0.0049,0.0002,0.0006,0.0959
1740035354.0477,0.0023,-0.0038,0.0002,-0.0010,0.0040
1740035354.0577,0.0019,-0.0476,0.0008,0.0645,3.7965
1740035354.0677,0.0015,-0.0692,0.0013,0.0970,5.7664
1740035354.0778,0.0011,-0.0213,0.0019,0.0252,2.1403
1740035354.0878,0.0009,-0.0502,0.0020,0.0688,4.5762
1740035354.0977,0.0007,-0.0125,0.0024,0.0124,1.6987
1740035354.1077,0.0006,0.0012,0.0024,-0.0078,0.6253
1740035354.1177,0.0006,0.0059,0.0023,-0.0145,0.2250
1740035354.1277,0.0007,0.0074,0.0022,-0.0165,0.0641
1740035354.1378,0.0008,0.0077,0.0020,-0.0166,-0.0058
1740035354.1478,0.0008,0.0073,0.0019,-0.0156,-0.0097
1740035354.1577,0.0009,0.0026,0.0018,-0.0083,0.3555
1740035354.1677,0.0009,0.0137,0.0016,-0.0246,-0.5662
1740035354.1777,0.0010,0.0091,0.0015,-0.0174,-0.2543
1740035354.1877,0.0011,0.0064,0.0013,-0.0132,-0.0817
1740035354.1978,0.0013,0.0182,0.0010,-0.0307,-1.1453
1740035354.2078,0.0014,0.0245,0.0007,-0.0399,-1.7631
1740035354.2177,0.0016,0.0097,0.0005,-0.0174,-0.6674
1740035354.2277,0.0017,0.0057,0.0004,-0.0114,-0.3826
1740035354.2377,0.0017,0.0011,0.0003,-0.0045,-0.0477
1740035354.2477,0.0017,0.0136,0.0002,-0.0231,-1.0790
1740035354.2577,0.0018,0.0046,0.0001,-0.0095,-0.4126
1740035354.2677,0.0018,0.0130,-0.0000,-0.0221,-1.1308
1740035354.2777,0.0019,0.0036,-0.0002,-0.0080,-0.4325
1740035354.2877,0.0019,0.0070,-0.0002,-0.0131,-0.7373
1740035354.2977,0.0020,0.0021,-0.0003,-0.0058,-0.3774
1740035354.3077,0.0020,0.0031,-0.0003,-0.0072,-0.4704
1740035354.3177,0.0020,-0.0007,-0.0004,-0.0016,-0.1865
1740035354.3277,0.0020,0.0042,-0.0004,-0.0090,-0.5966
1740035354.3377,0.0020,-0.0007,-0.0004,-0.0018,-0.2339
1740035354.3477,0.0020,0.0082,-0.0004,-0.0152,-0.9679
1740035354.3577,0.0020,0.0003,-0.0005,-0.0034,-0.3728
1740035354.3677,0.0020,-0.0020,-0.0005,0.0001,-0.1958
1740035354.3778,0.0020,-0.0037,-0.0005,0.0025,-0.0609
1740035354.3877,0.0020,0.0229,-0.0005,-0.0375,-2.2327
1740035354.3978,0.0021,0.0045,-0.0008,-0.0099,-0.8458
1740035354.4077,0.0021,0.0281,-0.0009,-0.0455,-2.8090
1740035354.4178,0.0023,0.0050,-0.0011,-0.0109,-1.0621
1740035354.4278,0.0023,-0.0017,-0.0012,-0.0008,-0.5425
1740035354.4378,0.0022,-0.0079,-0.0011,0.0082,-0.0437
1740035354.4477,0.0021,-0.0082,-0.0010,0.0085,0.0034
1740035354.4577,0.0023,0.0155,-0.0013,-0.0272,-2.0547
1740035354.4677,0.0024,0.0038,-0.0014,-0.0097,-1.1777
1740035354.4777,0.0025,0.0164,-0.0017,-0.0287,-2.3159
1740035354.4877,0.0026,0.0114,-0.0019,-0.0214,-2.0100
1740035354.4977,0.0026,-0.0047,-0.0019,0.0025,-0.7678
1740035354.5077,0.0026,-0.0133,-0.0019,0.0152,-0.0660
1740035354.5177,0.0024,-0.0132,-0.0017,0.0147,-0.0421
1740035354.5277,0.0023,-0.0290,-0.0015,0.0380,1.2797
1740035354.5379,0.0021,-0.0210,-0.0013,0.0259,0.7095
1740035354.5478,0.0019,-0.0141,-0.0011,0.0153,0.2101
1740035354.5581,0.0017,-0.0261,-0.0008,0.0330,1.3073
1740035354.5677,0.0015,-0.0190,-0.0006,0.0221,0.7993
1740035354.5779,0.0014,-0.0111,-0.0004,0.0103,0.2155
1740035354.5877,0.0013,-0.0092,-0.0004,0.0073,0.0812
1740035354.5977,0.0010,-0.0264,0.0000,0.0330,1.6284
1740035354.6078,0.0008,-0.0283,0.0003,0.0357,1.8739
1740035354.6177,0.0006,-0.0125,0.0005,0.0120,0.6879
1740035354.6278,0.0005,-0.0072,0.0006,0.0041,0.2905
1740035354.6377,0.0003,-0.0133,0.0007,0.0133,0.8532
1740035354.6477,0.0002,-0.0088,0.0008,0.0067,0.5312
1740035354.6578,0.0002,-0.0041,0.0008,-0.0002,0.1670
1740035354.6677,0.0002,-0.0024,0.0008,-0.0027,0.0286
1740035354.6777,0.0004,0.0192,0.0004,-0.0350,-1.8871
1740035354.6878,0.0005,0.0317,0.0001,-0.0536,-3.0076
1740035354.6981,0.0007,0.0093,-0.0002,-0.0199,-1.3243
1740035354.7077,0.0007,0.0290,-0.0003,-0.0495,-2.9722
1740035354.7178,0.0009,0.0046,-0.0006,-0.0128,-1.1217
1740035354.7278,0.0009,-0.0035,-0.0006,-0.0007,-0.5013
1740035354.7377,0.0012,0.0278,-0.0011,-0.0476,-3.2622
1740035354.7477,0.0013,0.0033,-0.0014,-0.0110,-1.4181
1740035354.7577,0.0016,0.0273,-0.0020,-0.0471,-3.6225
1740035354.7678,0.0018,0.0026,-0.0022,-0.0101,-1.7462
1740035354.7778,0.0021,0.0216,-0.0027,-0.0389,-3.5290
1740035354.7887,0.0021,-0.0012,-0.0029,-0.0050,-1.7818
1740035354.7980,0.0021,-0.0122,-0.0028,0.0112,-0.9078
1740035354.8094,0.0020,-0.0142,-0.0028,0.0140,-0.7453
1740035354.8193,0.0020,-0.0142,-0.0028,0.0140,-0.7453
1740035354.8279,0.0025,0.0706,-0.0036,-0.1136,-7.9928
1740035354.8403,0.0030,0.1094,-0.0044,-0.1719,-11.5102
1740035354.8478,0.0037,0.0909,-0.0054,-0.1442,-10.4875
1740035354.8578,0.0042,0.0444,-0.0062,-0.0748,-7.1071
1740035354.8678,0.0043,-0.0115,-0.0065,0.0083,-2.7809
1740035354.8778,0.0041,-0.0263,-0.0064,0.0297,-1.5915
1740035354.8877,0.0037,-0.0428,-0.0059,0.0533,-0.1473
1740035354.8977,0.0033,-0.0418,-0.0053,0.0507,-0.0833
1740035354.9077,0.0028,-0.0432,-0.0047,0.0518,0.1717
1740035354.9178,0.0025,-0.0405,-0.0044,0.0471,0.0595
1740035354.9277,0.0022,-0.0385,-0.0040,0.0436,-0.0037
1740035354.9377,0.0017,-0.0366,-0.0035,0.0399,-0.0365
1740035354.9477,0.0014,-0.0352,-0.0031,0.0372,-0.0450
1740035354.9578,0.0009,-0.0435,-0.0026,0.0491,0.8043
1740035354.9678,0.0005,-0.0479,-0.0022,0.0551,1.2972
1740035354.9777,-0.0000,-0.0482,-0.0015,0.0551,1.5482
1740035354.9877,-0.0004,-0.0340,-0.0011,0.0335,0.5516
1740035354.9977,-0.0009,-0.0409,-0.0006,0.0435,1.3013
1740035355.0078,-0.0011,-0.0524,-0.0004,0.0608,2.3066
1740035355.0178,-0.0015,-0.0323,0.0001,0.0303,0.8385
1740035355.0278,-0.0018,-0.0440,0.0004,0.0479,1.8970
1740035355.0377,-0.0022,-0.0274,0.0007,0.0229,0.6883
1740035355.0477,-0.0024,-0.0209,0.0009,0.0133,0.2382
1740035355.0577,-0.0029,-0.0422,0.0014,0.0453,2.1853
1740035355.0677,-0.0033,-0.0574,0.0017,0.0682,3.5736
1740035355.0777,-0.0037,-0.0273,0.0022,0.0231,1.3210
1740035355.0877,-0.0039,-0.0142,0.0023,0.0038,0.3301
1740035355.0977,-0.0042,-0.0334,0.0027,0.0329,2.0731
1740035355.1077,-0.0045,-0.0378,0.0029,0.0399,2.5515
1740035355.1177,-0.0048,-0.0165,0.0031,0.0083,0.9461
1740035355.1277,-0.0049,-0.0228,0.0032,0.0182,1.5044
1740035355.1377,-0.0051,-0.0103,0.0032,-0.0002,0.5577
1740035355.1477,-0.0051,-0.0057,0.0032,-0.0065,0.2052
1740035355.1577,-0.0053,-0.0108,0.0032,0.0015,0.6616
1740035355.1677,-0.0053,-0.0057,0.0032,-0.0056,0.2768
1740035355.1777,-0.0053,0.0008,0.0031,-0.0148,-0.2734
1740035355.1877,-0.0053,-0.0012,0.0029,-0.0115,-0.1386
1740035355.1977,-0.0053,-0.0007,0.0028,-0.0117,-0.2003
1740035355.2077,-0.0054,-0.0023,0.0027,-0.0088,-0.0773
1740035355.2177,-0.0053,0.0071,0.0025,-0.0224,-0.9151
1740035355.2277,-0.0052,0.0002,0.0023,-0.0117,-0.3979
1740035355.2377,-0.0051,0.0111,0.0020,-0.0277,-1.3888
1740035355.2477,-0.0051,0.0005,0.0018,-0.0114,-0.5829
1740035355.2577,-0.0050,0.0059,0.0016,-0.0192,-1.1008
1740035355.2677,-0.0050,-0.0027,0.0015,-0.0061,-0.4433
1740035355.2777,-0.0049,0.0036,0.0013,-0.0152,-1.0127
1740035355.2877,-0.0049,-0.0041,0.0012,-0.0034,-0.4136
1740035355.2977,-0.0049,-0.0032,0.0011,-0.0046,-0.5068
1740035355.3077,-0.0050,-0.0071,0.0011,0.0013,-0.1921
1740035355.3177,-0.0050,-0.0055,0.0011,-0.0009,-0.3201
1740035355.3277,-0.0051,-0.0078,0.0011,0.0028,-0.1153
1740035355.3377,-0.0052,-0.0085,0.0011,0.0039,-0.0383
1740035355.3477,-0.0053,-0.0178,0.0012,0.0180,0.7487
1740035355.3577,-0.0054,-0.0113,0.0013,0.0084,0.2856
1740035355.3677,-0.0055,-0.0285,0.0014,0.0345,1.7368
1740035355.3777,-0.0057,-0.0139,0.0016,0.0126,0.6563
1740035355.3877,-0.0059,-0.0332,0.0018,0.0419,2.2945
1740035355.4003,-0.0060,-0.0216,0.0019,0.0246,1.4436
1740035355.4077,-0.0062,-0.0302,0.0021,0.0379,2.2291
1740035355.4177,-0.0064,-0.0117,0.0023,0.0103,0.8442
1740035355.4277,-0.0065,-0.0308,0.0024,0.0393,2.4600
1740035355.4377,-0.0067,-0.0105,0.0026,0.0091,0.9327
1740035355.4477,-0.0068,-0.0368,0.0027,0.0489,3.1314
1740035355.4577,-0.0070,-0.0110,0.0030,0.0105,1.1857
1740035355.4677,-0.0071,-0.0337,0.0031,0.0450,3.0962
1740035355.4777,-0.0073,-0.0083,0.0033,0.0073,1.1751
1740035355.4877,-0.0074,-0.0269,0.0033,0.0356,2.7414
1740035355.4977,-0.0075,-0.0045,0.0035,0.0026,1.0449
1740035355.5077,-0.0075,-0.0268,0.0035,0.0365,2.8978
1740035355.5177,-0.0077,-0.0032,0.0037,0.0016,1.1056
1740035355.5277,-0.0077,-0.0165,0.0037,0.0222,2.2270
1740035355.5377,-0.0077,0.0013,0.0037,-0.0042,0.8571
1740035355.5477,-0.0077,-0.0044,0.0037,0.0050,1.3380
1740035355.5577,-0.0077,0.0061,0.0036,-0.0101,0.5267
1740035355.5677,-0.0076,0.0015,0.0035,-0.0027,0.8972
1740035355.5777,-0.0076,0.0083,0.0034,-0.0123,0.3632
1740035355.5877,-0.0075,0.0167,0.0033,-0.0245,-0.3400
1740035355.5977,-0.0073,0.0132,0.0031,-0.0187,-0.0982
1740035355.6077,-0.0072,0.0229,0.0029,-0.0327,-0.9190
1740035355.6177,-0.0070,0.0146,0.0026,-0.0198,-0.3143
1740035355.6277,-0.0069,0.0319,0.0024,-0.0453,-1.7642
1740035355.6377,-0.0066,0.0167,0.0021,-0.0220,-0.6302
1740035355.6477,-0.0065,0.0346,0.0019,-0.0485,-2.1367
1740035355.6577,-0.0062,0.0163,0.0016,-0.0208,-0.7700
1740035355.6677,-0.0061,0.0360,0.0014,-0.0500,-2.4200
1740035355.6777,-0.0058,0.0155,0.0011,-0.0190,-0.8768
1740035355.6877,-0.0057,0.0337,0.0009,-0.0461,-2.4047
1740035355.6977,-0.0055,0.0135,0.0006,-0.0156,-0.8721
1740035355.7077,-0.0053,0.0306,0.0005,-0.0411,-2.3006
1740035355.7177,-0.0051,0.0113,0.0002,-0.0121,-0.8343
1740035355.7277,-0.0050,0.0257,0.0001,-0.0337,-2.0385
1740035355.7377,-0.0049,0.0087,-0.0001,-0.0081,-0.7374
1740035355.7477,-0.0048,0.0227,-0.0001,-0.0291,-1.8940
1740035355.7577,-0.0047,0.0070,-0.0003,-0.0054,-0.6844
1740035355.7677,-0.0046,0.0111,-0.0003,-0.0116,-1.0257
1740035355.7777,-0.0045,0.0026,-0.0004,0.0010,-0.3608
1740035355.7877,-0.0045,0.0022,-0.0003,0.0016,-0.3157
1740035355.7978,-0.0045,-0.0001,-0.0003,0.0050,-0.1183
1740035355.8078,-0.0045,-0.0012,-0.0002,0.0066,-0.0056
1740035355.8179,-0.0046,-0.0039,-0.0001,0.0106,0.2580
1740035355.8281,-0.0046,-0.0076,-0.0001,0.0161,0.5928
1740035355.8378,-0.0047,-0.0031,0.0001,0.0094,0.2791
1740035355.8477,-0.0047,-0.0040,0.0001,0.0107,0.3858
1740035355.8577,-0.0047,-0.0008,0.0002,0.0059,0.1667
1740035355.8677,-0.0047,-0.0004,0.0003,0.0053,0.1608
1740035355.8777,-0.0047,0.0008,0.0003,0.0035,0.0828
1740035355.8877,-0.0047,0.0030,0.0003,0.0002,-0.0785
1740035355.8978,-0.0047,0.0024,0.0003,0.0012,-0.0138
1740035355.9078,-0.0046,-0.0018,0.0004,0.0075,0.3388
1740035355.9178,-0.0046,0.0009,0.0004,0.0035,0.1495
1740035355.9278,-0.0046,0.0019,0.0004,0.0020,0.0860
1740035355.9377,-0.0046,0.0023,0.0005,0.0015,0.0702
1740035355.9477,-0.0046,0.0030,0.0005,0.0006,0.0314
1740035355.9577,-0.0046,0.0031,0.0005,0.0005,0.0349
1740035355.9677,-0.0045,-0.0034,0.0005,0.0103,0.5761
1740035355.9777,-0.0045,0.0012,0.0006,0.0034,0.2384
1740035355.9877,-0.0045,-0.0018,0.0006,0.0080,0.5045
1740035355.9977,-0.0045,0.0022,0.0006,0.0021,0.2119
1740035356.0077,-0.0045,0.0035,0.0006,0.0002,0.1198
1740035356.0177,-0.0044,0.0043,0.0006,-0.0009,0.0684
1740035356.0277,-0.0044,0.0016,0.0006,0.0033,0.2988
1740035356.0377,-0.0044,0.0038,0.0006,0.0000,0.1352
1740035356.0477,-0.0043,0.0087,0.0006,-0.0072,-0.2504
1740035356.0577,-0.0043,0.0063,0.0006,-0.0035,-0.0699
1740035356.0677,-0.0042,0.0173,0.0005,-0.0200,-0.9709
1740035356.0777,-0.0041,0.0090,0.0004,-0.0074,-0.3394
1740035356.0877,-0.0040,0.0251,0.0003,-0.0314,-1.6633
1740035356.0977,-0.0038,0.0110,0.0001,-0.0102,-0.5987
1740035356.1077,-0.0037,0.0304,0.0000,-0.0392,-2.2041
1740035356.1177,-0.0035,0.0119,-0.0002,-0.0114,-0.8018
1740035356.1277,-0.0034,0.0400,-0.0003,-0.0536,-3.1234
1740035356.1377,-0.0031,0.0139,-0.0006,-0.0145,-1.1465
1740035356.1477,-0.0030,0.0479,-0.0008,-0.0656,-3.9631
1740035356.1577,-0.0027,0.0150,-0.0011,-0.0162,-1.4620
1740035356.1677,-0.0026,0.0440,-0.0013,-0.0598,-3.8749
1740035356.1777,-0.0023,0.0120,-0.0016,-0.0119,-1.4312
1740035356.1877,-0.0022,0.0381,-0.0017,-0.0513,-3.6046
1740035356.1977,-0.0020,0.0085,-0.0020,-0.0070,-1.3323
1740035356.2078,-0.0019,0.0296,-0.0020,-0.0390,-3.0795
1740035356.2177,-0.0018,0.0069,-0.0022,-0.0051,-1.3351
1740035356.2277,-0.0017,0.0172,-0.0022,-0.0209,-2.1965
1740035356.2377,-0.0017,-0.0006,-0.0022,0.0054,-0.8097
1740035356.2477,-0.0017,-0.0024,-0.0021,0.0078,-0.6492
1740035356.2577,-0.0018,-0.0072,-0.0020,0.0148,-0.2327
1740035356.2677,-0.0018,-0.0204,-0.0018,0.0342,0.8871
1740035356.2777,-0.0020,-0.0133,-0.0016,0.0233,0.3965
1740035356.2877,-0.0021,-0.0328,-0.0014,0.0522,2.0491
1740035356.2977,-0.0024,-0.0153,-0.0010,0.0257,0.7757
1740035356.3077,-0.0025,-0.0413,-0.0007,0.0644,2.9720
1740035356.3177,-0.0028,-0.0163,-0.0003,0.0267,1.1216
1740035356.3277,-0.0029,-0.0411,-0.0001,0.0639,3.2342
1740035356.3377,-0.0032,-0.0141,0.0004,0.0233,1.2212
1740035356.3477,-0.0033,-0.0394,0.0006,0.0613,3.3620
1740035356.3577,-0.0035,-0.0115,0.0009,0.0194,1.2706
1740035356.3677,-0.0036,-0.0311,0.0011,0.0489,2.9379
1740035356.3778,-0.0038,-0.0069,0.0014,0.0127,1.1139
1740035356.3877,-0.0038,0.0011,0.0014,0.0008,0.5026
1740035356.3978,-0.0038,0.0038,0.0014,-0.0031,0.2957
1740035356.4077,-0.0038,-0.0048,0.0014,0.0100,0.9933
1740035356.4187,-0.0038,0.0024,0.0014,-0.0005,0.4505
1740035356.4277,-0.0037,0.0064,0.0014,-0.0063,0.1274
1740035356.4377,-0.0037,0.0070,0.0013,-0.0071,0.0660
1740035356.4477,-0.0036,0.0110,0.0012,-0.0129,-0.2693
1740035356.4577,-0.0035,0.0084,0.0011,-0.0087,-0.0821
1740035356.4677,-0.0034,0.0099,0.0010,-0.0109,-0.2243
1740035356.4777,-0.0033,0.0077,0.0010,-0.0074,-0.0655
1740035356.4877,-0.0032,0.0089,0.0009,-0.0090,-0.1735
1740035356.4977,-0.0032,0.0071,0.0008,-0.0062,-0.0467
1740035356.5077,-0.0031,0.0100,0.0008,-0.0103,-0.2896
1740035356.5177,-0.0030,0.0073,0.0007,-0.0061,-0.0903
1740035356.5277,-0.0029,0.0038,0.0006,-0.0008,0.1850
1740035356.5377,-0.0029,0.0050,0.0006,-0.0026,0.0867
1740035356.5477,-0.0029,-0.0019,0.0006,0.0080,0.6561
1740035356.5577,-0.0028,0.0033,0.0006,0.0003,0.2627
1740035356.5677,-0.0028,-0.0023,0.0006,0.0087,0.7235
1740035356.5777,-0.0028,0.0034,0.0007,0.0002,0.2880
1740035356.5877,-0.0028,0.0022,0.0007,0.0021,0.3932
1740035356.5977,-0.0027,0.0052,0.0007,-0.0022,0.1647
1740035356.6077,-0.0027,0.0075,0.0006,-0.0055,-0.0197
1740035356.6177,-0.0026,0.0070,0.0006,-0.0047,0.0104
1740035356.6277,-0.0025,0.0068,0.0005,-0.0043,0.0204
1740035356.6377,-0.0025,0.0072,0.0005,-0.0050,-0.0300
1740035356.6477,-0.0024,0.0174,0.0004,-0.0201,-0.8707
1740035356.6577,-0.0022,0.0099,0.0003,-0.0087,-0.3081
1740035356.6677,-0.0021,0.0195,0.0002,-0.0232,-1.1177
1740035356.6777,-0.0020,0.0100,0.0000,-0.0088,-0.4011
1740035356.6877,-0.0019,0.0200,-0.0000,-0.0238,-1.2442
1740035356.6978,-0.0018,0.0095,-0.0002,-0.0080,-0.4493
1740035356.7077,-0.0017,0.0060,-0.0002,-0.0027,-0.1830
1740035356.7177,-0.0016,0.0043,-0.0002,-0.0003,-0.0537
1740035356.7277,-0.0016,0.0049,-0.0002,-0.0011,-0.0968
1740035356.7377,-0.0016,0.0039,-0.0002,0.0002,-0.0219
1740035356.7477,-0.0015,-0.0111,-0.0002,0.0227,1.2074
1740035356.7577,-0.0016,-0.0012,-0.0001,0.0078,0.4650
1740035356.7677,-0.0016,-0.0194,0.0000,0.0352,1.9809
1740035356.7777,-0.0017,-0.0031,0.0002,0.0106,0.7543
1740035356.7878,-0.0017,0.0023,0.0003,0.0025,0.3430
1740035356.7977,-0.0021,-0.0324,0.0008,0.0545,3.4042
1740035356.8077,-0.0022,-0.0072,0.0011,0.0167,1.5031
1740035356.8177,-0.0027,-0.0455,0.0020,0.0742,4.9809
1740035356.8277,-0.0030,-0.0595,0.0025,0.0954,6.3517
1740035356.8377,-0.0033,-0.0177,0.0030,0.0329,3.1967
1740035356.8477,-0.0034,0.0053,0.0031,-0.0013,1.4184
1740035356.8577,-0.0037,-0.0332,0.0037,0.0568,4.8659
1740035356.8677,-0.0039,-0.0478,0.0041,0.0792,6.2532
1740035356.8777,-0.0041,0.0029,0.0045,0.0036,2.3642
1740035356.8877,-0.0040,-0.0130,0.0044,0.0281,3.6894
1740035356.8977,-0.0040,0.0162,0.0044,-0.0150,1.4088
1740035356.9077,-0.0038,0.0253,0.0042,-0.0281,0.6440
1740035356.9177,-0.0037,0.0130,0.0042,-0.0090,1.6774
1740035356.9278,-0.0035,0.0234,0.0040,-0.0240,0.8313
1740035356.9378,-0.0035,0.0249,0.0040,-0.0262,0.6947
1740035356.9478,-0.0032,0.0298,0.0037,-0.0327,0.2321
1740035356.9577,-0.0024,0.0698,0.0027,-0.0920,-3.3684
1740035356.9677,-0.0019,0.0405,0.0020,-0.0474,-1.2289
1740035356.9778,-0.0012,0.0558,0.0011,-0.0699,-2.7993
1740035356.9878,-0.0008,0.0682,0.0006,-0.0883,-4.0158
1740035356.9977,-0.0003,0.0340,-0.0000,-0.0367,-1.4764
1740035357.0077,0.0000,0.0533,-0.0003,-0.0656,-3.1622
1740035357.0177,0.0004,0.0264,-0.0008,-0.0252,-1.1606
1740035357.0277,0.0007,0.0425,-0.0010,-0.0494,-2.5527
1740035357.0377,0.0010,0.0209,-0.0013,-0.0170,-0.9355
1740035357.0477,0.0011,0.0128,-0.0014,-0.0050,-0.3328
1740035357.0577,0.0012,0.0101,-0.0014,-0.0011,-0.1313
1740035357.0680,0.0013,0.0171,-0.0014,-0.0119,-0.7151
1740035357.0778,0.0016,0.0202,-0.0016,-0.0167,-1.0642
1740035357.0877,0.0017,0.0120,-0.0017,-0.0046,-0.4533
1740035357.0977,0.0018,0.0110,-0.0018,-0.0034,-0.4141
1740035357.1077,0.0019,0.0049,-0.0018,0.0055,0.0638
1740035357.1177,0.0020,0.0053,-0.0017,0.0047,0.0377
1740035357.1277,0.0020,0.0055,-0.0017,0.0041,0.0228
1740035357.1377,0.0020,0.0005,-0.0016,0.0114,0.4649
1740035357.1477,0.0020,0.0039,-0.0015,0.0060,0.2130
1740035357.1593,0.0020,-0.0004,-0.0015,0.0123,0.5715
1740035357.1678,0.0021,0.0023,-0.0013,0.0081,0.3875
1740035357.1777,0.0021,0.0053,-0.0013,0.0033,0.1536
1740035357.1878,0.0022,0.0123,-0.0013,-0.0073,-0.4163
1740035357.1977,0.0023,0.0086,-0.0013,-0.0020,-0.1477
1740035357.2077,0.0024,0.0192,-0.0014,-0.0181,-1.0276
1740035357.2177,0.0025,0.0104,-0.0015,-0.0051,-0.3773
1740035357.2277,0.0026,0.0066,-0.0015,0.0003,-0.0914
1740035357.2378,0.0028,0.0156,-0.0016,-0.0134,-0.9011
1740035357.2477,0.0029,0.0170,-0.0017,-0.0156,-1.0641
1740035357.2577,0.0030,0.0081,-0.0018,-0.0025,-0.3942
1740035357.2677,0.0031,0.0088,-0.0018,-0.0038,-0.4684
1740035357.2777,0.0031,0.0048,-0.0018,0.0018,-0.1731
1740035357.2877,0.0032,0.0021,-0.0018,0.0057,0.0435
1740035357.2977,0.0032,0.0025,-0.0017,0.0049,0.0170
1740035357.3077,0.0032,-0.0068,-0.0017,0.0185,0.7760
1740035357.3177,0.0032,-0.0004,-0.0015,0.0086,0.2899
1740035357.3277,0.0032,-0.0162,-0.0015,0.0321,1.5983
1740035357.3377,0.0031,-0.0030,-0.0012,0.0120,0.5966
1740035357.3477,0.0031,-0.0190,-0.0011,0.0358,1.9290
1740035357.3577,0.0030,-0.0030,-0.0009,0.0116,0.7202
1740035357.3677,0.0030,-0.0145,-0.0008,0.0288,1.6842
1740035357.3777,0.0029,-0.0007,-0.0006,0.0078,0.6288
1740035357.3877,0.0029,-0.0068,-0.0006,0.0169,1.1422
1740035357.3977,0.0029,0.0024,-0.0005,0.0029,0.4264
1740035357.4078,0.0029,0.0051,-0.0005,-0.0011,0.2132
1740035357.4182,0.0029,0.0123,-0.0005,-0.0120,-0.3841
1740035357.4277,0.0034,0.0569,-0.0011,-0.0790,-4.2720
1740035357.4377,0.0038,0.0213,-0.0016,-0.0255,-1.5988
1740035357.4477,0.0040,0.0444,-0.0018,-0.0604,-3.5755
1740035357.4577,0.0042,0.0147,-0.0022,-0.0160,-1.3414
1740035357.4677,0.0044,0.0583,-0.0023,-0.0817,-4.9635
1740035357.4778,0.0047,0.0212,-0.0028,-0.0263,-2.1774
1740035357.4879,0.0048,-0.0051,-0.0028,0.0128,-0.0783
1740035357.4979,0.0053,0.0494,-0.0035,-0.0692,-4.8281
1740035357.5080,0.0056,0.0173,-0.0039,-0.0215,-2.4413
1740035357.5177,0.0062,0.0589,-0.0049,-0.0842,-6.2794
1740035357.5277,0.0066,0.0685,-0.0054,-0.0992,-7.3340
1740035357.5378,0.0070,0.0086,-0.0059,-0.0100,-2.7620
1740035357.5477,0.0070,0.0281,-0.0059,-0.0402,-4.4156
1740035357.5577,0.0071,-0.0072,-0.0060,0.0121,-1.6756
1740035357.5678,0.0070,-0.0173,-0.0059,0.0264,-0.8607
1740035357.5777,0.0070,-0.0006,-0.0059,0.0006,-2.3021
1740035357.5898,0.0069,-0.0155,-0.0058,0.0220,-1.1295
1740035357.5977,0.0067,-0.0251,-0.0055,0.0356,-0.2949
1740035357.6077,0.0064,-0.0324,-0.0051,0.0456,0.3744
1740035357.6177,0.0061,-0.0279,-0.0047,0.0380,0.1092
1740035357.6277,0.0058,-0.0450,-0.0043,0.0630,1.5959
1740035357.6377,0.0055,-0.0305,-0.0038,0.0403,0.5658
1740035357.6477,0.0052,-0.0473,-0.0034,0.0650,2.0367
1740035357.6578,0.0048,-0.0310,-0.0030,0.0400,0.8640
1740035357.6678,0.0046,-0.0218,-0.0027,0.0257,0.1952
1740035357.6777,0.0044,-0.0178,-0.0024,0.0190,-0.0765
1740035357.6877,0.0042,-0.0402,-0.0022,0.0524,1.8020
1740035357.6978,0.0039,-0.0260,-0.0018,0.0306,0.7629
1740035357.7077,0.0037,-0.0345,-0.0016,0.0431,1.5338
1740035357.7178,0.0034,-0.0210,-0.0013,0.0225,0.5465
1740035357.7277,0.0032,-0.0163,-0.0011,0.0153,0.2157
1740035357.7377,0.0030,-0.0224,-0.0008,0.0242,0.8003
1740035357.7477,0.0028,-0.0155,-0.0007,0.0137,0.2985
1740035357.7577,0.0027,-0.0125,-0.0006,0.0091,0.0874
1740035357.7677,0.0025,-0.0077,-0.0005,0.0017,-0.2864
1740035357.7777,0.0025,-0.0096,-0.0004,0.0045,-0.1305
1740035357.7877,0.0024,-0.0076,-0.0004,0.0014,-0.2860
1740035357.7978,0.0023,-0.0093,-0.0004,0.0040,-0.1457
1740035357.8077,0.0022,-0.0084,-0.0003,0.0025,-0.2146
1740035357.8177,0.0021,-0.0097,-0.0003,0.0044,-0.1027
1740035357.8277,0.0020,-0.0162,-0.0002,0.0140,0.4316
1740035357.8377,0.0019,-0.0125,-0.0001,0.0085,0.1689
1740035357.8478,0.0017,-0.0225,-0.0001,0.0234,1.0023
1740035357.8578,0.0016,-0.0137,0.0001,0.0102,0.3533
1740035357.8678,0.0015,-0.0114,0.0002,0.0067,0.1849
1740035357.8777,0.0011,-0.0356,0.0006,0.0429,2.3136
1740035357.8877,0.0009,-0.0293,0.0009,0.0335,1.9253
