Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N)
1740035334.1878,0.0000,0.0000,0.0000,0.0000,0.0000
1740035334.1977,0.0000,0.0000,0.0000,0.0000,0.0000
1740035334.2077,-0.0000,-0.0029,0.0000,0.0043,0.1565
1740035334.2177,-0.0000,-0.0016,0.0000,0.0023,0.0930
1740035334.2278,-0.0000,-0.0008,0.0001,0.0013,0.0591
1740035334.2377,-0.0001,-0.0089,0.0002,0.0133,0.5268
1740035334.2483,-0.0002,-0.0075,0.0002,0.0113,0.4635
1740035334.2577,-0.0003,-0.0153,0.0005,0.0229,0.9590
1740035334.2677,-0.0005,-0.0228,0.0007,0.0343,1.4177
1740035334.2778,-0.0006,-0.0120,0.0009,0.0181,0.9024
1740035334.2877,-0.0007,-0.0212,0.0011,0.0319,1.4357
1740035334.2978,-0.0009,-0.0092,0.0013,0.0140,0.8564
1740035334.3078,-0.0009,-0.0029,0.0014,0.0047,0.5480
1740035334.3178,-0.0011,-0.0147,0.0016,0.0226,1.2540
1740035334.3277,-0.0011,-0.0059,0.0017,0.0096,0.8329
1740035334.3378,-0.0012,0.0007,0.0018,-0.0002,0.4979
1740035334.3477,-0.0011,0.0047,0.0017,-0.0059,0.2880
1740035334.3577,-0.0012,-0.0059,0.0019,0.0102,0.9032
1740035334.3677,-0.0012,0.0008,0.0019,0.0004,0.5716
1740035334.3777,-0.0013,-0.0016,0.0020,0.0043,0.7382
1740035334.3877,-0.0013,0.0040,0.0020,-0.0038,0.4547
1740035334.3978,-0.0012,0.0073,0.0019,-0.0084,0.2794
1740035334.4077,-0.0011,0.0046,0.0018,-0.0040,0.4190
1740035334.4177,-0.0011,0.0076,0.0018,-0.0082,0.2582
1740035334.4277,-0.0010,0.0011,0.0017,0.0017,0.5991
1740035334.4377,-0.0009,0.0056,0.0017,-0.0048,0.3652
1740035334.4477,-0.0009,0.0026,0.0016,-0.0001,0.5264
1740035334.4577,-0.0008,0.0066,0.0016,-0.0057,0.3223
1740035334.4677,-0.0008,0.0036,0.0015,-0.0011,0.4776
1740035334.4778,-0.0007,0.0071,0.0015,-0.0061,0.2934
1740035334.4877,-0.0006,0.0052,0.0014,-0.0030,0.3913
1740035334.4977,-0.0006,0.0080,0.0013,-0.0069,0.2423
1740035334.5077,-0.0005,0.0160,0.0012,-0.0187,-0.1953
1740035334.5177,-0.0003,0.0137,0.0011,-0.0151,-0.1062
1740035334.5277,-0.0002,0.0219,0.0009,-0.0271,-0.5727
1740035334.5377,0.0000,0.0165,0.0007,-0.0188,-0.3310
1740035334.5477,0.0002,0.0389,0.0005,-0.0524,-1.5809
1740035334.5578,0.0005,0.0250,0.0001,-0.0313,-0.9309
1740035334.5678,0.0007,0.0175,-0.0001,-0.0200,-0.5852
1740035334.5777,0.0008,0.0122,-0.0003,-0.0120,-0.3417
1740035334.5877,0.0010,0.0512,-0.0004,-0.0706,-2.4750
1740035334.5978,0.0014,0.0298,-0.0010,-0.0384,-1.4650
1740035334.6077,0.0016,0.0184,-0.0012,-0.0214,-0.9278
1740035334.6178,0.0021,0.0528,-0.0019,-0.0730,-2.9625
1740035334.6278,0.0025,0.0300,-0.0024,-0.0390,-1.8817
1740035334.6378,0.0032,0.0621,-0.0034,-0.0873,-3.8806
1740035334.6478,0.0035,0.0359,-0.0039,-0.0481,-2.6283
1740035334.6577,0.0042,0.0604,-0.0049,-0.0853,-4.2370
1740035334.6678,0.0047,0.0605,-0.0056,-0.0861,-4.4625
1740035334.6778,0.0050,0.0344,-0.0061,-0.0474,-3.2100
1740035334.6877,0.0052,0.0250,-0.0063,-0.0341,-2.8186
1740035334.6977,0.0054,0.0023,-0.0065,-0.0010,-1.6936
1740035334.7077,0.0053,-0.0082,-0.0064,0.0139,-1.1620
1740035334.7177,0.0053,-0.0073,-0.0063,0.0119,-1.2339
1740035334.7277,0.0052,-0.0154,-0.0062,0.0232,-0.8040
1740035334.7378,0.0051,-0.0192,-0.0060,0.0281,-0.5927
1740035334.7477,0.0048,-0.0427,-0.0056,0.0624,0.7092
1740035334.7577,0.0044,-0.0351,-0.0051,0.0500,0.3978
1740035334.7677,0.0040,-0.0536,-0.0045,0.0768,1.4798
1740035334.7777,0.0037,-0.0423,-0.0040,0.0593,0.9830
1740035334.7877,0.0033,-0.0327,-0.0035,0.0441,0.5632
1740035334.7977,0.0026,-0.0578,-0.0025,0.0810,2.1243
1740035334.8077,0.0022,-0.0406,-0.0019,0.0546,1.3336
1740035334.8177,0.0018,-0.0266,-0.0015,0.0332,0.6849
1740035334.8277,0.0016,-0.0400,-0.0012,0.0530,1.4678
1740035334.8378,0.0013,-0.0307,-0.0009,0.0389,1.0429
1740035334.8477,0.0011,-0.0200,-0.0005,0.0226,0.5438
1740035334.8578,0.0007,-0.0500,-0.0001,0.0675,2.2626
1740035334.8677,0.0003,-0.0248,0.0004,0.0295,1.0380
1740035334.8777,0.0001,-0.0157,0.0006,0.0159,0.6081
1740035334.8878,0.0000,0.0027,0.0007,-0.0116,-0.3530
1740035334.8978,0.0000,0.0001,0.0006,-0.0076,-0.2303
1740035334.9077,0.0001,0.0159,0.0006,-0.0313,-1.1027
1740035334.9177,0.0002,0.0066,0.0003,-0.0172,-0.6618
1740035334.9277,0.0002,0.0012,0.0002,-0.0089,-0.4006
1740035334.9377,0.0002,-0.0020,0.0001,-0.0041,-0.2458
1740035334.9477,0.0002,-0.0040,0.0001,-0.0011,-0.1471
1740035334.9577,0.0003,0.0120,-0.0002,-0.0251,-1.0785
1740035334.9678,0.0004,0.0184,-0.0004,-0.0346,-1.4803
1740035334.9783,0.0005,0.0073,-0.0006,-0.0179,-0.9484
1740035334.9877,0.0005,0.0090,-0.0007,-0.0206,-1.0754
1740035334.9978,0.0006,0.0003,-0.0008,-0.0075,-0.6491
1740035335.0084,0.0006,-0.0028,-0.0009,-0.0030,-0.4984
1740035335.0178,0.0004,-0.0218,-0.0007,0.0254,0.5583
1740035335.0277,0.0002,-0.0176,-0.0005,0.0189,0.3689
1740035335.0377,0.0001,-0.0140,-0.0004,0.0134,0.2089
1740035335.0477,-0.0000,-0.0117,-0.0002,0.0100,0.1144
1740035335.0578,-0.0002,-0.0095,-0.0002,0.0066,0.0096
1740035335.0677,-0.0002,-0.0090,-0.0001,0.0057,-0.0079
1740035335.0777,-0.0003,-0.0025,-0.0001,-0.0040,-0.3690
1740035335.0877,-0.0003,-0.0047,-0.0002,-0.0007,-0.2581
1740035335.0978,-0.0002,0.0058,-0.0004,-0.0165,-0.8751
1740035335.1078,-0.0002,-0.0008,-0.0005,-0.0066,-0.5563
1740035335.1177,-0.0002,-0.0053,-0.0005,0.0001,-0.3259
1740035335.1277,-0.0003,0.0073,-0.0005,-0.0189,-1.0129
1740035335.1386,-0.0003,0.0008,-0.0006,-0.0091,-0.6925
1740035335.1477,-0.0003,-0.0054,-0.0006,0.0001,-0.3789
1740035335.1577,-0.0002,0.0092,-0.0009,-0.0219,-1.2336
1740035335.1677,-0.0001,0.0095,-0.0010,-0.0225,-1.3057
1740035335.1778,-0.0001,-0.0010,-0.0012,-0.0067,-0.7870
1740035335.1877,-0.0001,-0.0059,-0.0012,0.0004,-0.5425
1740035335.1977,-0.0002,-0.0099,-0.0012,0.0062,-0.3346
1740035335.2077,-0.0003,-0.0254,-0.0011,0.0293,0.5129
1740035335.2177,-0.0006,-0.0203,-0.0008,0.0214,0.2923
1740035335.2277,-0.0008,-0.0474,-0.0006,0.0619,1.7958
1740035335.2378,-0.0012,-0.0314,-0.0001,0.0377,1.0555
1740035335.2477,-0.0015,-0.0646,0.0003,0.0875,2.9287
1740035335.2577,-0.0020,-0.0391,0.0009,0.0491,1.7311
1740035335.2677,-0.0023,-0.0825,0.0014,0.1142,4.1780
1740035335.2778,-0.0029,-0.0500,0.0022,0.0655,2.6491
1740035335.2877,-0.0033,-0.0262,0.0026,0.0300,1.5042
1740035335.2978,-0.0041,-0.0722,0.0037,0.0991,4.2717
1740035335.3077,-0.0046,-0.0382,0.0044,0.0484,2.6639
1740035335.3177,-0.0049,-0.0160,0.0047,0.0158,1.5898
1740035335.3277,-0.0050,-0.0032,0.0048,-0.0028,0.9538
1740035335.3377,-0.0050,0.0041,0.0047,-0.0131,0.5772
1740035335.3477,-0.0049,-0.0216,0.0046,0.0262,1.9618
1740035335.3577,-0.0051,-0.0056,0.0047,0.0029,1.1768
1740035335.3677,-0.0051,-0.0103,0.0047,0.0106,1.4584
1740035335.3778,-0.0051,0.0013,0.0047,-0.0061,0.8799
1740035335.3877,-0.0051,0.0072,0.0046,-0.0143,0.5720
1740035335.3978,-0.0049,0.0166,0.0043,-0.0277,0.0347
1740035335.4077,-0.0048,0.0161,0.0041,-0.0263,0.0356
1740035335.4178,-0.0046,0.0155,0.0039,-0.0249,0.0363
1740035335.4279,-0.0045,0.0150,0.0036,-0.0234,0.0366
1740035335.4377,-0.0042,0.0361,0.0033,-0.0547,-1.1771
1740035335.4478,-0.0039,0.0282,0.0028,-0.0422,-0.8416
1740035335.4577,-0.0037,0.0198,0.0025,-0.0291,-0.4569
1740035335.4677,-0.0035,0.0371,0.0022,-0.0547,-1.4377
1740035335.4777,-0.0032,0.0242,0.0017,-0.0349,-0.8417
1740035335.4877,-0.0030,0.0333,0.0014,-0.0482,-1.3946
1740035335.4977,-0.0027,0.0210,0.0011,-0.0294,-0.8179
1740035335.5078,-0.0026,0.0151,0.0009,-0.0204,-0.5456
1740035335.5177,-0.0025,0.0099,0.0007,-0.0125,-0.3032
1740035335.5277,-0.0024,0.0072,0.0006,-0.0083,-0.1744
1740035335.5377,-0.0023,0.0053,0.0006,-0.0054,-0.0841
1740035335.5478,-0.0023,0.0044,0.0005,-0.0038,-0.0381
1740035335.5577,-0.0022,0.0039,0.0005,-0.0030,-0.0148
1740035335.5677,-0.0022,-0.0126,0.0005,0.0217,0.8704
1740035335.5777,-0.0023,-0.0060,0.0006,0.0119,0.5596
1740035335.5877,-0.0023,-0.0012,0.0007,0.0047,0.3269
1740035335.5978,-0.0025,-0.0200,0.0010,0.0331,1.4385
1740035335.6078,-0.0027,-0.0089,0.0013,0.0164,0.9133
1740035335.6178,-0.0028,-0.0216,0.0015,0.0355,1.6610
1740035335.6278,-0.0030,-0.0183,0.0018,0.0307,1.5658
1740035335.6377,-0.0031,-0.0054,0.0020,0.0116,0.9425
1740035335.6477,-0.0031,0.0014,0.0020,0.0017,0.6107
1740035335.6577,-0.0031,0.0060,0.0020,-0.0049,0.3767
1740035335.6677,-0.0030,0.0099,0.0019,-0.0105,0.1655
1740035335.6777,-0.0029,0.0107,0.0018,-0.0113,0.1126
1740035335.6877,-0.0028,0.0101,0.0017,-0.0102,0.1312
1740035335.6977,-0.0027,0.0106,0.0016,-0.0107,0.0921
1740035335.7077,-0.0026,0.0085,0.0015,-0.0072,0.1953
1740035335.7177,-0.0025,0.0096,0.0014,-0.0086,0.1299
1740035335.7277,-0.0024,0.0049,0.0013,-0.0013,0.3771
1740035335.7378,-0.0023,0.0075,0.0013,-0.0051,0.2377
1740035335.7477,-0.0022,0.0089,0.0013,-0.0069,0.1634
1740035335.7577,-0.0023,-0.0009,0.0013,0.0079,0.7209
1740035335.7677,-0.0022,0.0043,0.0014,0.0003,0.4670
1740035335.7777,-0.0024,-0.0109,0.0016,0.0233,1.3655
1740035335.7877,-0.0024,-0.0239,0.0018,0.0430,2.1261
1740035335.7977,-0.0026,-0.0064,0.0021,0.0169,1.2788
1740035335.8077,-0.0026,-0.0240,0.0022,0.0437,2.2776
1740035335.8177,-0.0028,-0.0053,0.0025,0.0159,1.3706
1740035335.8277,-0.0028,-0.0156,0.0026,0.0316,1.9711
1740035335.8377,-0.0028,0.0003,0.0028,0.0081,1.1905
1740035335.8477,-0.0028,0.0086,0.0028,-0.0039,0.7748
1740035335.8577,-0.0028,0.0031,0.0029,0.0046,1.1166
1740035335.8678,-0.0027,0.0113,0.0029,-0.0072,0.7003
1740035335.8777,-0.0025,0.0194,0.0027,-0.0189,0.2509
1740035335.8877,-0.0023,0.0204,0.0025,-0.0200,0.1712
1740035335.8978,-0.0021,0.0208,0.0023,-0.0202,0.1237
1740035335.9077,-0.0019,0.0573,0.0021,-0.0745,-1.8753
1740035335.9178,-0.0015,0.0418,0.0015,-0.0510,-1.1716
1740035335.9277,-0.0011,0.0320,0.0011,-0.0358,-0.7263
1740035335.9377,-0.0004,0.0698,0.0002,-0.0922,-2.9974
1740035335.9478,0.0002,0.1039,-0.0006,-0.1432,-5.0184
1740035335.9577,0.0009,0.0647,-0.0016,-0.0842,-3.1748
1740035335.9678,0.0014,0.0359,-0.0022,-0.0411,-1.7942
1740035335.9779,0.0022,0.0755,-0.0032,-0.1006,-4.1897
1740035335.9878,0.0024,0.0648,-0.0036,-0.0847,-3.7212
1740035335.9978,0.0030,0.0193,-0.0042,-0.0169,-1.4861
1740035336.0077,0.0031,0.0453,-0.0043,-0.0566,-2.9485
1740035336.0177,0.0035,0.0207,-0.0047,-0.0201,-1.7534
1740035336.0277,0.0036,0.0277,-0.0048,-0.0314,-2.1986
1740035336.0377,0.0038,0.0097,-0.0050,-0.0050,-1.3114
1740035336.0478,0.0038,0.0007,-0.0050,0.0080,-0.8533
1740035336.0577,0.0038,-0.0080,-0.0048,0.0201,-0.3848
1740035336.0677,0.0037,-0.0168,-0.0046,0.0326,0.1055
1740035336.0777,0.0035,-0.0150,-0.0043,0.0292,0.0540
1740035336.0877,0.0034,-0.0140,-0.0040,0.0271,0.0297
1740035336.0977,0.0033,-0.0129,-0.0038,0.0249,0.0093
1740035336.1077,0.0031,-0.0121,-0.0035,0.0230,-0.0028
1740035336.1177,0.0028,-0.0322,-0.0030,0.0526,1.1884
1740035336.1277,0.0025,-0.0462,-0.0025,0.0730,2.0358
1740035336.1377,0.0022,-0.0282,-0.0020,0.0455,1.2028
1740035336.1478,0.0020,-0.0207,-0.0017,0.0340,0.8590
1740035336.1578,0.0018,-0.0121,-0.0014,0.0206,0.4549
1740035336.1678,0.0017,-0.0214,-0.0012,0.0344,0.9942
1740035336.1777,0.0015,-0.0127,-0.0009,0.0211,0.5873
1740035336.1878,0.0015,-0.0075,-0.0008,0.0131,0.3414
1740035336.1977,0.0014,-0.0047,-0.0007,0.0089,0.2149
1740035336.2077,0.0014,0.0002,-0.0006,0.0013,-0.0389
1740035336.2177,0.0014,-0.0001,-0.0006,0.0016,-0.0249
1740035336.2277,0.0014,0.0131,-0.0006,-0.0182,-0.7362
1740035336.2377,0.0015,0.0068,-0.0007,-0.0089,-0.4391
1740035336.2477,0.0015,0.0213,-0.0008,-0.0308,-1.2457
1740035336.2577,0.0017,0.0108,-0.0010,-0.0150,-0.7426
1740035336.2677,0.0018,0.0144,-0.0012,-0.0205,-0.9723
1740035336.2777,0.0019,0.0062,-0.0013,-0.0084,-0.5817
1740035336.2877,0.0019,0.0123,-0.0014,-0.0176,-0.9327
1740035336.2978,0.0020,0.0046,-0.0015,-0.0062,-0.5592
1740035336.3077,0.0020,0.0074,-0.0015,-0.0107,-0.7315
1740035336.3178,0.0021,0.0026,-0.0016,-0.0037,-0.4996
1740035336.3278,0.0021,-0.0009,-0.0016,0.0015,-0.3233
1740035336.3378,0.0021,0.0020,-0.0016,-0.0032,-0.5059
1740035336.3477,0.0021,-0.0014,-0.0016,0.0017,-0.3365
1740035336.3577,0.0021,-0.0039,-0.0016,0.0052,-0.2076
1740035336.3678,0.0020,-0.0036,-0.0015,0.0045,-0.2239
1740035336.3778,0.0020,-0.0051,-0.0015,0.0065,-0.1409
1740035336.3877,0.0020,0.0045,-0.0014,-0.0081,-0.6543
1740035336.3978,0.0020,-0.0007,-0.0014,-0.0005,-0.3966
1740035336.4078,0.0020,0.0123,-0.0015,-0.0202,-1.1091
1740035336.4178,0.0020,0.0050,-0.0016,-0.0094,-0.7566
1740035336.4279,0.0021,0.0180,-0.0016,-0.0292,-1.4876
1740035336.4377,0.0022,0.0057,-0.0018,-0.0109,-0.8930
1740035336.4478,0.0022,0.0244,-0.0019,-0.0393,-1.9370
1740035336.4577,0.0023,0.0131,-0.0021,-0.0224,-1.3963
1740035336.4677,0.0024,0.0012,-0.0022,-0.0048,-0.8023
1740035336.4777,0.0026,0.0169,-0.0026,-0.0286,-1.7472
1740035336.4877,0.0027,0.0034,-0.0027,-0.0086,-1.0934
1740035336.4977,0.0029,0.0125,-0.0030,-0.0226,-1.6808
1740035336.5077,0.0029,-0.0006,-0.0032,-0.0035,-1.0404
1740035336.5178,0.0030,0.0072,-0.0033,-0.0154,-1.5106
1740035336.5277,0.0030,-0.0020,-0.0034,-0.0022,-1.0698
1740035336.5377,0.0029,-0.0101,-0.0033,0.0095,-0.6540
1740035336.5478,0.0028,-0.0279,-0.0032,0.0358,0.3131
1740035336.5581,0.0026,-0.0245,-0.0029,0.0302,0.1815
1740035336.5677,0.0023,-0.0221,-0.0026,0.0261,0.0926
1740035336.5778,0.0019,-0.0452,-0.0020,0.0602,1.4685
1740035336.5877,0.0015,-0.0707,-0.0015,0.0981,2.9531
1740035336.5977,0.0009,-0.0446,-0.0007,0.0586,1.7384
1740035336.6077,0.0005,-0.0755,-0.0002,0.1048,3.5245
1740035336.6178,0.0001,-0.0540,0.0004,0.0722,2.5187
1740035336.6277,-0.0003,-0.0313,0.0009,0.0381,1.4419
1740035336.6377,-0.0006,-0.0188,0.0012,0.0195,0.8489
1740035336.6477,-0.0008,-0.0528,0.0014,0.0706,2.7321
1740035336.6577,-0.0011,-0.0363,0.0018,0.0459,1.9549
1740035336.6713,-0.0014,-0.0587,0.0022,0.0798,3.2703
1740035336.6777,-0.0032,-0.1866,0.0048,0.2714,10.8168
1740035336.6879,-0.0047,-0.0915,0.0069,0.1289,6.3193
1740035336.6980,-0.0065,-0.3105,0.0096,0.4581,18.8255
1740035336.7079,-0.0092,-0.1940,0.0135,0.2837,13.6714
1740035336.7177,-0.0105,-0.1268,0.0155,0.1839,10.6593
1740035336.7281,-0.0112,-0.0431,0.0165,0.0601,6.5466
1740035336.7377,-0.0115,-0.0020,0.0169,0.0010,4.6047
1740035336.7477,-0.0113,0.0331,0.0166,-0.0492,2.7925
1740035336.7593,-0.0113,0.0359,0.0165,-0.0529,2.6421
1740035336.7678,-0.0105,0.0668,0.0154,-0.0953,0.9072
1740035336.7777,-0.0098,0.0703,0.0145,-0.0981,0.5990
1740035336.7883,-0.0092,0.0796,0.0136,-0.1099,-0.0183
1740035336.7978,-0.0083,0.0840,0.0124,-0.1142,-0.4440
1740035336.8077,-0.0075,0.0871,0.0113,-0.1169,-0.7857
1740035336.8178,-0.0068,0.0788,0.0104,-0.1029,-0.4868
1740035336.8279,-0.0062,0.0725,0.0097,-0.0919,-0.2727
1740035336.8377,-0.0054,0.0718,0.0086,-0.0891,-0.4086
1740035336.8477,-0.0048,0.0660,0.0079,-0.0790,-0.2195
1740035336.8578,-0.0043,0.0837,0.0073,-0.1046,-1.2711
1740035336.8678,-0.0031,0.0936,0.0057,-0.1178,-2.1322
1740035336.8777,-0.0022,0.0778,0.0046,-0.0930,-1.5061
1740035336.8877,-0.0016,0.0636,0.0039,-0.0709,-0.8909
1740035336.8977,-0.0009,0.0526,0.0032,-0.0536,-0.4316
1740035336.9077,-0.0004,0.0466,0.0027,-0.0440,-0.1976
1740035336.9178,0.0000,0.0394,0.0024,-0.0327,0.1197
1740035336.9277,0.0004,0.0410,0.0020,-0.0346,-0.0163
1740035336.9377,0.0008,0.0391,0.0017,-0.0314,0.0254
1740035336.9477,0.0012,0.0298,0.0014,-0.0171,0.4719
1740035336.9577,0.0015,0.0322,0.0012,-0.0205,0.3133
1740035336.9677,0.0018,0.0280,0.0010,-0.0139,0.5083
1740035336.9777,0.0021,0.0308,0.0009,-0.0179,0.3335
1740035336.9877,0.0024,0.0223,0.0007,-0.0051,0.7570
1740035336.9977,0.0027,0.0274,0.0006,-0.0125,0.4798
1740035337.0077,0.0029,0.0173,0.0005,0.0027,1.0018
1740035337.0177,0.0032,0.0244,0.0004,-0.0079,0.6241
1740035337.0277,0.0034,0.0140,0.0003,0.0078,1.1720
1740035337.0377,0.0036,0.0226,0.0004,-0.0051,0.7243
1740035337.0477,0.0038,0.0065,0.0003,0.0192,1.5877
1740035337.0593,0.0039,0.0114,0.0004,0.0118,1.3430
1740035337.0678,0.0041,0.0255,0.0004,-0.0093,0.6019
1740035337.0778,0.0044,0.0298,0.0002,-0.0156,0.3521
1740035337.0877,0.0047,0.0067,0.0001,0.0191,1.5681
1740035337.0993,0.0047,0.0079,0.0001,0.0173,1.5078
1740035337.1077,0.0049,0.0047,0.0002,0.0222,1.7203
1740035337.1177,0.0050,0.0166,0.0003,0.0042,1.1157
1740035337.1277,0.0052,0.0035,0.0003,0.0240,1.8348
1740035337.1377,0.0052,0.0121,0.0004,0.0111,1.4057
1740035337.1477,0.0055,0.0243,0.0004,-0.0072,0.7674
1740035337.1577,0.0057,0.0293,0.0003,-0.0146,0.4816
1740035337.1677,0.0060,0.0208,0.0001,-0.0017,0.9125
1740035337.1777,0.0063,0.0271,0.0001,-0.0112,0.5664
1740035337.1878,0.0066,0.0279,-0.0001,-0.0123,0.4994
1740035337.1977,0.0068,0.0304,-0.0002,-0.0161,0.3381
1740035337.2078,0.0071,0.0319,-0.0004,-0.0182,0.2280
1740035337.2192,0.0075,0.0397,-0.0006,-0.0300,-0.2545
1740035337.2277,0.0079,0.0497,-0.0010,-0.0450,-0.8797
1740035337.2378,0.0084,0.0409,-0.0014,-0.0319,-0.5033
1740035337.2477,0.0088,0.0550,-0.0017,-0.0531,-1.3393
1740035337.2578,0.0092,0.0436,-0.0020,-0.0362,-0.8361
1740035337.2677,0.0096,0.0639,-0.0023,-0.0669,-2.0096
1740035337.2777,0.0101,0.0457,-0.0029,-0.0399,-1.1808
1740035337.2878,0.0105,0.0639,-0.0032,-0.0674,-2.2597
1740035337.2977,0.0110,0.0458,-0.0037,-0.0406,-1.4273
1740035337.3077,0.0114,0.0324,-0.0040,-0.0209,-0.8048
1740035337.3177,0.0120,0.0517,-0.0045,-0.0503,-2.0105
1740035337.3278,0.0125,0.0692,-0.0050,-0.0772,-3.0988
1740035337.3377,0.0130,0.0424,-0.0055,-0.0377,-1.8413
1740035337.3477,0.0134,0.0545,-0.0058,-0.0565,-2.6021
1740035337.3578,0.0138,0.0344,-0.0062,-0.0272,-1.6578
1740035337.3677,0.0140,0.0197,-0.0063,-0.0059,-0.9512
1740035337.3777,0.0145,0.0431,-0.0068,-0.0419,-2.3774
1740035337.3877,0.0148,0.0243,-0.0071,-0.0146,-1.4881
1740035337.3981,0.0152,0.0328,-0.0074,-0.0282,-2.0747
1740035337.4077,0.0154,0.0174,-0.0076,-0.0060,-1.3333
1740035337.4177,0.0155,0.0067,-0.0075,0.0089,-0.8113
1740035337.4277,0.0155,0.0129,-0.0074,-0.0015,-1.1694
1740035337.4377,0.0156,0.0036,-0.0074,0.0113,-0.7164
1740035337.4477,0.0156,0.0010,-0.0072,0.0141,-0.5921
1740035337.4577,0.0156,-0.0033,-0.0070,0.0194,-0.3757
1740035337.4677,0.0156,-0.0089,-0.0068,0.0268,-0.0701
1740035337.4777,0.0155,-0.0087,-0.0066,0.0255,-0.0672
1740035337.4877,0.0154,-0.0157,-0.0063,0.0349,0.3218
1740035337.4977,0.0153,-0.0122,-0.0060,0.0286,0.1647
1740035337.5077,0.0151,-0.0178,-0.0057,0.0361,0.4908
1740035337.5177,0.0150,-0.0129,-0.0054,0.0278,0.2647
1740035337.5277,0.0149,-0.0103,-0.0052,0.0231,0.1440
1740035337.5377,0.0146,-0.0227,-0.0048,0.0410,0.8850
1740035337.5477,0.0145,-0.0152,-0.0044,0.0289,0.5319
1740035337.5577,0.0142,-0.0215,-0.0040,0.0377,0.9462
1740035337.5677,0.0140,-0.0294,-0.0037,0.0489,1.4242
1740035337.5777,0.0138,-0.0169,-0.0033,0.0294,0.8204
1740035337.5877,0.0137,-0.0162,-0.0030,0.0278,0.8182
1740035337.5977,0.0136,-0.0097,-0.0028,0.0175,0.4975
1740035337.6078,0.0135,-0.0062,-0.0027,0.0119,0.3262
1740035337.6178,0.0134,-0.0033,-0.0026,0.0070,0.1693
1740035337.6277,0.0134,-0.0018,-0.0026,0.0045,0.0854
1740035337.6377,0.0134,0.0031,-0.0026,-0.0032,-0.2046
1740035337.6477,0.0135,0.0017,-0.0026,-0.0016,-0.1597
1740035337.6577,0.0136,0.0104,-0.0028,-0.0149,-0.6862
1740035337.6677,0.0137,0.0269,-0.0029,-0.0401,-1.6358
1740035337.6777,0.0139,0.0132,-0.0032,-0.0199,-0.9991
1740035337.6877,0.0140,0.0273,-0.0034,-0.0415,-1.8250
1740035337.6977,0.0142,0.0121,-0.0037,-0.0191,-1.1139
1740035337.7077,0.0143,0.0315,-0.0038,-0.0488,-2.2298
1740035337.7177,0.0145,0.0130,-0.0042,-0.0215,-1.3569
1740035337.7277,0.0145,0.0032,-0.0043,-0.0072,-0.8926
1740035337.7378,0.0149,0.0288,-0.0048,-0.0462,-2.4391
1740035337.7477,0.0151,0.0100,-0.0051,-0.0186,-1.5547
1740035337.7577,0.0153,0.0225,-0.0056,-0.0379,-2.3873
1740035337.7677,0.0155,0.0238,-0.0058,-0.0407,-2.5747
1740035337.7777,0.0156,0.0030,-0.0061,-0.0103,-1.5727
1740035337.7877,0.0156,0.0103,-0.0061,-0.0221,-2.0255
1740035337.7979,0.0156,-0.0025,-0.0062,-0.0036,-1.4064
1740035337.8078,0.0155,-0.0135,-0.0061,0.0120,-0.8554
1740035337.8177,0.0154,-0.0104,-0.0061,0.0064,-1.0715
1740035337.8277,0.0153,-0.0179,-0.0060,0.0167,-0.6951
1740035337.8378,0.0152,-0.0145,-0.0059,0.0111,-0.8918
1740035337.8480,0.0150,-0.0209,-0.0058,0.0197,-0.5655
1740035337.8578,0.0148,-0.0243,-0.0055,0.0239,-0.3769
1740035337.8677,0.0145,-0.0261,-0.0053,0.0257,-0.2662
1740035337.8777,0.0142,-0.0303,-0.0050,0.0313,-0.0061
1740035337.8877,0.0139,-0.0291,-0.0047,0.0286,-0.0426
1740035337.8977,0.0136,-0.0326,-0.0043,0.0331,0.1925
1740035337.9077,0.0133,-0.0298,-0.0040,0.0281,0.0750
1740035337.9177,0.0130,-0.0277,-0.0038,0.0244,-0.0047
1740035337.9277,0.0127,-0.0375,-0.0035,0.0384,0.5426
1740035337.9378,0.0125,-0.0327,-0.0033,0.0307,0.3280
1740035337.9478,0.0121,-0.0365,-0.0030,0.0359,0.5710
1740035337.9577,0.0118,-0.0304,-0.0027,0.0262,0.2917
1740035337.9677,0.0116,-0.0371,-0.0025,0.0359,0.6799
1740035337.9777,0.0112,-0.0301,-0.0022,0.0250,0.3575
1740035337.9878,0.0110,-0.0264,-0.0020,0.0191,0.1860
1740035337.9978,0.0107,-0.0234,-0.0018,0.0142,0.0456
1740035338.0077,0.0105,-0.0221,-0.0017,0.0121,-0.0111
1740035338.0178,0.0096,-0.1840,-0.0005,0.2546,8.9688
1740035338.0277,0.0081,-0.1385,0.0015,0.1857,7.0202
1740035338.0377,0.0071,-0.0780,0.0028,0.0949,4.1345
1740035338.0477,0.0065,-0.0773,0.0035,0.0940,4.2960
1740035338.0577,0.0059,-0.0408,0.0042,0.0395,2.5248
1740035338.0678,0.0056,-0.0566,0.0045,0.0639,3.4750
1740035338.0777,0.0051,-0.0274,0.0049,0.0206,2.0421
1740035338.0877,0.0049,-0.0437,0.0050,0.0457,2.9808
1740035338.0977,0.0046,-0.0189,0.0052,0.0092,1.7523
1740035338.1077,0.0045,-0.0061,0.0052,-0.0093,1.0984
1740035338.1177,0.0043,-0.0220,0.0054,0.0152,2.0436
